,Num_Acc,mois,hrmn,lum,agg,int,atm,lat,long
0,201800000001,1,1505,1,1,4,1.0,50.55737,2.94992
1,201800000002,2,1015,1,2,7,7.0,50.52936,2.93151
2,201800000003,3,1135,1,2,3,1.0,50.51243,2.91714
3,201800000004,5,1735,1,2,1,7.0,50.51974,2.89123
4,201800000005,6,1605,1,2,1,1.0,50.51607,2.90605
5,201800000006,9,630,2,2,1,2.0,50.52132,2.88837
6,201800000007,9,40,5,2,1,1.0,50.52211,2.96652
7,201800000008,11,1715,5,2,1,1.0,50.53146,2.93875
8,201800000009,2,1557,1,1,1,1.0,50.53707,2.84896
9,201800000010,3,1530,1,2,2,1.0,50.53639,2.81517
10,201800000011,5,1830,1,2,6,1.0,50.54194,2.81987
11,201800000012,5,430,5,1,6,5.0,50.58465,2.90868
12,201800000013,6,845,1,1,1,1.0,50.61613,2.83783
13,201800000014,7,1022,1,2,1,1.0,50.53196,2.80251
14,201800000015,10,1945,3,1,1,1.0,50.57886,2.85234
15,201800000016,1,725,2,2,2,1.0,50.51098,3.12175
16,201800000017,2,1515,1,2,1,4.0,50.51293,3.16665
17,201800000018,4,1145,1,2,3,1.0,50.4803,3.13456
18,201800000019,4,1610,1,1,3,7.0,50.54792,3.14516
19,201800000020,5,1600,1,1,1,1.0,50.54129,3.18902
20,201800000021,6,1745,1,2,1,1.0,50.53925,3.07765
21,201800000022,7,1700,1,2,1,1.0,50.5059,3.12429
22,201800000023,10,1845,2,1,1,1.0,50.53476,3.10671
23,201800000024,12,1133,1,2,1,2.0,50.52832,3.17434
24,201800000025,2,1115,1,2,1,4.0,50.45918,3.03419
25,201800000026,4,1305,1,1,1,1.0,50.47812,3.10784
26,201800000027,3,1700,1,1,2,2.0,50.66745,2.45763
27,201800000028,6,1215,1,2,1,1.0,50.69514,2.42763
28,201800000029,9,1430,1,1,1,1.0,50.7302,2.418
29,201800000030,1,1950,5,2,1,1.0,50.76039,2.72401
30,201800000031,2,530,3,1,1,8.0,50.73276,2.68824
31,201800000032,5,1515,1,2,1,1.0,50.73981,2.69707
32,201800000033,7,1509,1,1,3,1.0,50.73351,2.69505
33,201800000034,2,745,2,1,1,1.0,50.63499,2.73765
34,201800000035,3,2115,3,1,1,2.0,50.71101,2.76577
35,201800000036,5,1115,1,2,1,1.0,50.63462,2.77135
36,201800000037,7,945,1,1,1,1.0,50.6677,2.77069
37,201800000038,9,935,1,1,3,1.0,50.63753,2.73673
38,201800000039,10,700,3,1,1,5.0,50.62599,2.73764
39,201800000040,10,1130,1,2,3,1.0,50.67304,2.78779
40,201800000041,11,1215,1,2,1,1.0,50.6348,2.71447
41,201800000042,1,1400,1,2,1,1.0,50.65537,2.6294
42,201800000043,7,730,1,1,1,7.0,50.62626,2.55111
43,201800000044,9,1800,1,1,1,7.0,50.62556,2.62903
44,201800000045,10,1845,5,1,1,1.0,50.63912,2.59899
45,201800000046,10,20,5,1,3,8.0,50.63898,2.59912
46,201800000047,2,845,1,2,1,7.0,50.63272,3.23652
47,201800000048,11,1650,1,1,9,1.0,50.60838,3.22961
48,201800000049,1,1215,1,2,1,1.0,50.60049,3.16554
49,201800000050,3,1352,1,2,1,2.0,50.57565,3.19834
50,201800000051,8,1530,1,2,1,2.0,50.53908,3.2646
51,201800000052,8,1610,1,2,3,7.0,50.57068,3.21425
52,201800000053,9,1250,1,1,6,2.0,50.57674,3.19362
53,201800000054,10,1730,1,2,3,1.0,50.56511,3.23544
54,201800000055,10,930,1,2,3,1.0,50.53087,3.2193
55,201800000056,4,1520,1,1,1,1.0,50.68934,2.96942
56,201800000057,6,649,2,1,1,1.0,50.72335,3.00707
57,201800000058,10,1800,2,1,1,1.0,50.69979,2.9712
58,201800000059,11,1855,5,1,1,1.0,50.67501,3.00162
59,201800000060,12,1106,1,2,2,7.0,50.71292,2.99974
60,201800000061,1,1800,5,2,1,9.0,50.32068,3.5184
61,201800000062,1,330,3,2,1,2.0,50.26489,3.47979
62,201800000063,2,2231,3,1,9,1.0,50.2496,3.41413
63,201800000064,2,1825,3,1,1,1.0,50.29368,3.27905
64,201800000065,9,1430,1,1,1,1.0,50.26338,3.38517
65,201800000066,10,1845,5,1,1,1.0,50.25869,3.34191
66,201800000067,11,1420,1,1,1,1.0,50.27251,3.25313
67,201800000068,3,2230,3,1,1,1.0,50.11192,3.94567
68,201800000069,3,1130,1,1,1,1.0,50.12195,3.90521
69,201800000070,3,1330,1,1,1,3.0,50.10249,3.87328
70,201800000071,3,1340,1,2,4,2.0,50.12848,3.95496
71,201800000072,3,130,3,1,1,4.0,50.12547,3.86769
72,201800000073,4,629,2,1,1,1.0,50.09399,3.93044
73,201800000074,5,1800,1,2,2,1.0,50.05212,3.87547
74,201800000075,6,2140,2,1,2,1.0,50.06802,3.92867
75,201800000076,7,2300,5,2,1,1.0,50.11315,3.93185
76,201800000077,8,1300,1,1,2,1.0,50.06641,3.93376
77,201800000078,9,1720,1,2,1,1.0,50.06925,3.83768
78,201800000079,10,1100,1,2,1,1.0,50.12217,3.86039
79,201800000080,11,1650,1,1,1,1.0,50.10269,3.87925
80,201800000081,11,1950,3,1,1,5.0,50.10072,3.97305
81,201800000082,11,850,1,1,2,9.0,50.10887,3.90095
82,201800000083,11,2145,5,2,2,1.0,50.1751,3.95466
83,201800000084,4,600,2,2,1,1.0,50.01776,4.05349
84,201800000085,5,1810,1,1,1,2.0,50.00429,4.05287
85,201800000086,6,1230,1,1,2,7.0,50.02882,4.02831
86,201800000087,7,45,5,2,6,1.0,50.00682,4.05801
87,201800000088,3,155,4,2,1,1.0,50.07831,3.52506
88,201800000089,4,925,1,2,1,7.0,50.0763,3.65392
89,201800000090,5,15,4,1,6,1.0,50.1064,3.53644
90,201800000091,6,1657,1,2,3,1.0,50.10585,3.5418
91,201800000092,7,2110,1,2,4,1.0,50.1065,3.53709
92,201800000093,7,345,5,2,1,1.0,50.09996,3.59892
93,201800000094,8,1130,1,1,1,2.0,50.11673,3.64089
94,201800000095,9,1640,1,2,2,1.0,50.10616,3.53586
95,201800000096,10,1050,1,2,1,1.0,50.0943,3.54043
96,201800000097,10,1500,1,1,2,7.0,50.12243,3.59092
97,201800000098,11,1840,3,1,1,1.0,50.09536,3.57744
98,201800000099,1,1300,1,2,2,2.0,50.1228,3.40654
99,201800000100,2,1220,1,2,1,1.0,50.13069,3.384
100,201800000101,3,650,2,2,1,9.0,50.12306,3.41491
101,201800000102,3,1825,1,2,1,1.0,50.11949,3.41533
102,201800000103,3,1830,1,1,2,1.0,50.13282,3.41709
103,201800000104,4,1415,1,2,9,1.0,50.12606,3.40715
104,201800000105,4,1040,1,2,1,1.0,50.11141,3.4075
105,201800000106,5,1315,1,2,1,1.0,50.12707,3.41769
106,201800000107,6,1330,1,2,6,3.0,50.12199,3.42028
107,201800000108,6,45,3,1,1,1.0,50.1185,3.47853
108,201800000109,6,1710,1,2,2,1.0,50.12748,3.407
109,201800000110,9,530,3,1,2,1.0,50.12674,3.44331
110,201800000111,10,1730,1,1,1,1.0,50.12805,3.46442
111,201800000112,11,1630,1,1,1,1.0,50.14634,3.35815
112,201800000113,11,1750,5,2,3,1.0,50.13212,3.40264
113,201800000114,5,1830,1,1,3,1.0,50.21603,3.18105
114,201800000115,5,1525,1,2,1,1.0,50.20723,3.27766
115,201800000116,7,1750,1,1,1,1.0,50.2212,3.26042
116,201800000117,8,1825,1,1,1,7.0,50.21577,3.30035
117,201800000118,8,330,3,2,1,1.0,50.22818,3.31964
118,201800000119,12,1800,5,2,1,1.0,50.19919,3.31097
119,201800000120,1,2315,3,1,1,2.0,50.14496,3.198
120,201800000121,4,2300,3,1,1,1.0,50.1178,3.17104
121,201800000122,7,1800,1,1,1,1.0,50.06112,3.12359
122,201800000123,9,430,3,1,6,1.0,50.13358,3.21532
123,201800000124,1,1900,3,1,1,1.0,50.26158,3.49355
124,201800000125,4,830,1,2,3,1.0,50.18992,3.49469
125,201800000126,4,1100,1,2,1,1.0,50.18116,3.49098
126,201800000127,2,1135,1,1,6,1.0,50.30458,3.1337
127,201800000128,3,1316,1,1,1,1.0,50.32874,3.09514
128,201800000129,3,2145,5,2,3,1.0,50.33107,3.0807
129,201800000130,4,2230,5,2,1,1.0,50.26735,3.13908
130,201800000131,6,940,1,1,3,1.0,50.27155,3.16014
131,201800000132,6,1445,1,2,1,1.0,50.27761,3.1082
132,201800000133,6,1700,1,2,1,1.0,50.27459,3.10067
133,201800000134,6,1120,1,1,6,1.0,50.31633,3.13323
134,201800000135,8,2100,2,1,1,1.0,50.27267,3.03702
135,201800000136,11,2110,3,1,4,1.0,50.28442,3.09557
136,201800000137,2,1715,1,2,2,1.0,50.47622,3.2966
137,201800000138,2,651,2,1,1,9.0,50.48724,3.20071
138,201800000139,3,745,1,1,1,1.0,50.50184,3.26769
139,201800000140,4,1000,1,2,3,1.0,50.44808,3.25992
140,201800000141,5,1700,1,1,2,1.0,50.49726,3.26542
141,201800000142,5,1020,1,2,1,1.0,50.47741,3.23912
142,201800000143,6,715,1,1,1,1.0,50.46114,3.21157
143,201800000144,6,1850,1,2,1,1.0,50.45404,3.20258
144,201800000145,6,2000,2,1,1,1.0,50.43629,3.23379
145,201800000146,7,2220,5,2,1,1.0,50.47205,3.29625
146,201800000147,8,1130,1,1,1,1.0,50.46814,3.26546
147,201800000148,8,725,2,1,1,1.0,50.47841,3.21153
148,201800000149,9,815,1,2,1,1.0,50.46246,3.13692
149,201800000150,9,945,1,1,2,1.0,50.48156,3.20767
150,201800000151,10,1610,1,1,1,1.0,50.46247,3.20254
151,201800000152,10,1630,1,2,1,1.0,50.50121,3.24525
152,201800000153,11,500,5,2,1,5.0,50.48337,3.25573
153,201800000154,11,830,1,2,1,2.0,50.47821,3.20902
154,201800000155,12,705,2,1,1,9.0,50.45501,3.19328
155,201800000156,1,810,2,2,1,1.0,50.27105,3.81237
156,201800000157,3,1415,1,2,2,4.0,50.27829,3.76508
157,201800000158,4,1500,1,1,1,1.0,50.30491,3.97746
158,201800000159,4,1910,1,2,1,1.0,50.29791,3.78559
159,201800000160,6,1130,1,1,1,1.0,50.30747,3.74359
160,201800000161,8,1315,1,2,4,1.0,50.30276,3.75372
161,201800000162,9,10,4,1,2,1.0,50.27313,3.77683
162,201800000163,1,1425,1,2,1,1.0,50.25591,3.66747
163,201800000164,3,1915,5,1,1,8.0,50.26367,3.58011
164,201800000165,3,2145,4,1,1,1.0,50.24378,3.71628
165,201800000166,4,1915,1,2,1,1.0,50.27426,3.7072
166,201800000167,8,1115,1,2,1,1.0,50.23765,3.58103
167,201800000168,10,1612,1,2,2,1.0,50.24921,3.64528
168,201800000169,2,1624,1,1,1,1.0,50.78079,1.6689
169,201800000170,3,1848,2,1,1,1.0,50.8587,1.73293
170,201800000171,6,2235,4,1,1,1.0,50.79876,1.6739
171,201800000172,8,1355,1,1,1,6.0,50.81368,1.69462
172,201800000173,10,1230,1,1,1,1.0,50.87298,1.74959
173,201800000174,12,1851,3,1,1,1.0,50.72365,1.64825
174,201800000175,4,845,1,1,2,1.0,50.33086,2.71723
175,201800000176,4,1225,1,1,1,1.0,50.3896,2.78041
176,201800000177,4,1830,1,1,6,7.0,50.31739,2.68878
177,201800000178,8,1730,1,1,1,1.0,50.38573,2.82154
178,201800000179,8,630,2,1,2,1.0,50.34506,2.69426
179,201800000180,8,745,1,2,2,1.0,50.34511,2.6943
180,201800000181,9,1650,1,2,3,1.0,50.36304,2.77335
181,201800000182,9,945,1,1,1,1.0,50.39367,2.6842
182,201800000183,10,1145,1,1,2,1.0,50.3307,2.71749
183,201800000184,11,625,3,1,6,5.0,50.35082,2.78761
184,201800000185,11,2210,5,2,1,3.0,50.3635,2.81973
185,201800000186,2,1525,1,1,1,7.0,50.33286,2.91567
186,201800000187,2,1735,1,2,1,1.0,50.33859,3.01421
187,201800000188,3,1215,1,2,3,1.0,50.33143,2.98359
188,201800000189,9,1640,1,2,3,7.0,50.36272,2.97803
189,201800000190,10,2020,3,1,1,1.0,50.29194,3.02819
190,201800000191,3,1500,1,1,1,4.0,50.83281,1.65962
191,201800000192,7,1830,1,2,1,1.0,50.80625,1.74816
192,201800000193,8,1835,1,1,2,7.0,50.79692,1.76447
193,201800000194,10,1730,1,1,1,1.0,50.84546,1.6055
194,201800000195,10,730,2,2,1,2.0,50.80841,1.72187
195,201800000196,11,1730,5,2,1,1.0,50.81537,1.70179
196,201800000197,11,1825,5,2,9,1.0,50.86913,1.74127
197,201800000198,11,1530,1,2,1,2.0,50.81389,1.76108
198,201800000199,4,1335,1,1,1,1.0,50.61424,1.63384
199,201800000200,5,1010,1,1,1,1.0,50.66439,1.6532
200,201800000201,8,1615,1,2,1,1.0,50.68028,1.63903
201,201800000202,9,1145,1,2,2,1.0,50.63443,1.60076
202,201800000203,4,1750,1,2,1,1.0,50.43178,2.67311
203,201800000204,7,1925,1,2,1,1.0,50.51188,1.69315
204,201800000205,8,1600,1,2,1,1.0,50.56189,1.61412
205,201800000206,8,1115,1,1,1,1.0,50.56715,1.69832
206,201800000207,9,1910,2,2,3,1.0,50.52133,1.64722
207,201800000208,11,1430,1,2,6,1.0,50.52514,1.62896
208,201800000209,2,1722,1,2,6,1.0,50.63717,2.39036
209,201800000210,3,725,2,2,4,3.0,50.6338,2.2629
210,201800000211,4,1300,1,2,3,1.0,50.63349,2.40901
211,201800000212,6,1800,1,1,1,1.0,50.63531,2.30577
212,201800000213,6,815,1,2,3,1.0,50.63797,2.25655
213,201800000214,6,1450,1,2,1,1.0,50.69467,2.35561
214,201800000215,7,445,2,2,1,1.0,50.63805,2.41241
215,201800000216,10,1450,1,1,1,1.0,50.62565,2.34829
216,201800000217,10,1000,1,2,9,1.0,50.63717,2.40934
217,201800000218,10,720,2,1,1,1.0,50.64846,2.36145
218,201800000219,11,1332,1,2,9,1.0,50.63675,2.41361
219,201800000220,11,530,3,2,1,3.0,50.64123,2.41237
220,201800000221,3,915,1,1,6,4.0,50.1729,1.63644
221,201800000222,4,1545,1,2,1,1.0,50.10796,1.61532
222,201800000223,6,1740,1,2,1,1.0,50.0961,1.64159
223,201800000224,6,1850,1,2,1,1.0,50.17596,1.57859
224,201800000225,6,2140,2,1,1,1.0,50.16059,1.56019
225,201800000226,7,2030,1,2,1,1.0,50.17914,1.49319
226,201800000227,8,1900,1,1,2,7.0,50.07682,1.61003
227,201800000228,8,1230,1,1,1,1.0,50.14203,1.61346
228,201800000229,10,1745,1,1,1,1.0,50.13038,1.50174
229,201800000230,10,1345,1,2,1,1.0,50.12909,1.61633
230,201800000231,11,1720,2,2,1,1.0,50.11688,1.65599
231,201800000232,1,1640,2,1,1,3.0,50.00804,2.67079
232,201800000233,3,1115,1,1,1,1.0,49.99609,2.66388
233,201800000234,6,645,1,2,1,1.0,50.00375,2.64871
234,201800000235,7,625,2,2,1,1.0,50.06713,2.6766
235,201800000236,7,1123,1,2,1,1.0,50.03975,2.7271
236,201800000237,1,945,1,1,1,2.0,49.59855,4.04784
237,201800000238,4,1910,1,1,1,3.0,49.52564,3.75462
238,201800000239,4,745,1,1,1,1.0,49.5269,3.75523
239,201800000240,8,2035,2,2,1,1.0,49.60686,3.73228
240,201800000241,10,700,2,1,1,5.0,49.51989,3.75201
241,201800000242,11,1650,2,1,1,1.0,49.47916,3.9167
242,201800000243,12,800,1,1,4,2.0,49.54384,3.76781
243,201800000244,1,1210,1,1,1,2.0,48.96681,3.28306
244,201800000245,4,1434,1,1,1,1.0,48.98667,3.35821
245,201800000246,4,1926,1,1,1,1.0,49.00594,3.22624
246,201800000247,4,1925,1,2,1,1.0,48.97518,3.30591
247,201800000248,5,1123,1,1,2,1.0,48.89759,3.40623
248,201800000249,6,1800,1,1,2,8.0,49.04437,3.27758
249,201800000250,7,630,1,2,1,1.0,48.96499,3.31876
250,201800000251,9,1944,2,1,1,1.0,48.93633,3.42007
251,201800000252,9,1330,1,1,1,1.0,48.95005,3.32989
252,201800000253,9,1345,1,1,1,1.0,48.94573,3.45987
253,201800000254,10,2040,3,1,1,2.0,48.96244,3.33051
254,201800000255,10,1630,1,1,1,1.0,48.99086,3.37105
255,201800000256,10,1945,3,1,1,1.0,48.8954,3.44769
256,201800000257,1,1940,5,2,2,1.0,49.9211,4.08369
257,201800000258,3,1300,1,2,2,7.0,49.92433,4.07923
258,201800000259,5,1640,1,2,6,1.0,49.9096,4.09055
259,201800000260,6,1050,1,1,4,1.0,49.9569,4.03659
260,201800000261,6,925,1,2,1,1.0,49.92216,4.14037
261,201800000262,7,1855,1,2,1,1.0,49.93371,4.03134
262,201800000263,8,1927,1,1,2,1.0,49.96369,3.98645
263,201800000264,10,1815,1,2,1,1.0,49.97416,4.07158
264,201800000265,11,1000,1,2,1,1.0,49.92529,4.13344
265,201800000266,1,1730,2,2,3,1.0,49.28661,1.81959
266,201800000267,1,1825,2,1,2,1.0,49.21959,1.88401
267,201800000268,1,1500,1,1,3,2.0,49.20627,1.86188
268,201800000269,2,600,3,1,1,1.0,49.17391,1.91236
269,201800000270,11,1005,1,1,1,7.0,49.31125,1.88599
270,201800000271,12,1820,3,1,2,2.0,49.30473,1.86803
271,201800000272,1,730,2,1,1,8.0,49.33984,2.21013
272,201800000273,5,1730,1,1,1,1.0,49.30783,2.23766
273,201800000274,7,1650,1,1,1,1.0,49.3369,2.19672
274,201800000275,7,1630,1,1,1,1.0,49.26493,2.20385
275,201800000276,7,1730,1,2,1,1.0,49.33312,2.19883
276,201800000277,7,1845,1,1,3,1.0,49.3005,2.19718
277,201800000278,9,830,1,2,1,1.0,49.35144,2.23596
278,201800000279,10,1240,1,2,1,1.0,49.36378,2.21636
279,201800000280,7,1830,1,1,1,1.0,49.34335,2.43335
280,201800000281,9,1905,1,2,1,1.0,49.32944,2.46398
281,201800000282,9,1130,1,2,1,1.0,49.32437,2.44206
282,201800000283,7,1900,1,2,1,1.0,49.34828,2.28665
283,201800000284,8,1740,1,1,1,1.0,49.35495,2.31735
284,201800000285,8,1120,1,1,1,1.0,49.36975,2.25588
285,201800000286,9,320,5,2,6,1.0,49.36615,2.16094
286,201800000287,9,2115,2,1,1,1.0,49.32281,2.2576
287,201800000288,9,1945,2,2,3,1.0,49.29846,2.34676
288,201800000289,9,840,1,1,3,1.0,49.31326,2.35825
289,201800000290,12,1810,3,1,9,1.0,49.31325,2.33557
290,201800000291,1,1830,5,2,1,8.0,49.38978,2.93429
291,201800000292,2,2240,3,1,1,2.0,49.33743,2.88956
292,201800000293,2,1500,1,1,1,2.0,49.36865,2.77788
293,201800000294,10,1515,1,2,1,1.0,49.35331,2.71879
294,201800000295,12,912,1,1,1,2.0,49.40243,2.72626
295,201800000296,1,1740,5,2,1,2.0,49.50538,6.19348
296,201800000297,8,2030,3,1,1,1.0,49.45943,6.17761
297,201800000298,10,840,1,2,3,1.0,49.42706,6.16491
298,201800000299,10,1740,1,1,1,1.0,49.43842,6.21154
299,201800000300,10,650,5,2,1,1.0,49.5035,6.27143
300,201800000301,1,1550,1,2,1,8.0,49.20271,2.58191
301,201800000302,2,1825,5,2,1,1.0,49.19877,2.5792
302,201800000303,4,1600,1,2,1,1.0,49.20657,2.5782
303,201800000304,4,910,1,2,1,7.0,49.22062,2.59253
304,201800000305,4,1715,1,1,1,1.0,49.22482,2.61499
305,201800000306,6,1545,1,2,1,1.0,49.19527,2.63234
306,201800000307,7,1415,1,1,1,1.0,49.22482,2.61499
307,201800000308,10,600,3,1,1,2.0,49.21583,2.66958
308,201800000309,2,1834,5,1,9,1.0,49.18238,2.23472
309,201800000310,2,510,5,2,1,1.0,49.22863,2.28768
310,201800000311,4,915,1,1,3,1.0,49.19394,2.32817
311,201800000312,2,510,5,2,1,1.0,49.17018,2.24171
312,201800000313,6,710,2,1,1,2.0,49.1564,2.24437
313,201800000314,7,1817,1,2,9,1.0,49.16997,2.25752
314,201800000315,7,1500,1,2,3,1.0,49.16638,2.25029
315,201800000316,10,1930,2,1,9,1.0,49.19993,2.26197
316,201800000317,10,1208,1,2,6,1.0,49.16692,2.24852
317,201800000318,10,1814,1,1,6,7.0,49.22996,2.29347
318,201800000319,11,1445,1,1,1,1.0,49.18015,2.23504
319,201800000320,11,600,3,1,1,1.0,49.1806,2.23544
320,201800000321,11,740,2,1,1,2.0,49.17375,2.23141
321,201800000322,12,2130,3,1,1,1.0,49.18321,2.21239
322,201800000323,2,1835,5,2,4,2.0,49.19904,2.48957
323,201800000324,3,1155,1,2,1,1.0,49.19029,2.48626
324,201800000325,6,1056,1,2,6,1.0,49.23141,2.45887
325,201800000326,7,840,1,1,6,1.0,49.22083,2.46687
326,201800000327,9,1245,1,1,9,1.0,49.18319,2.49149
327,201800000328,9,1950,5,2,1,1.0,49.18975,2.46294
328,201800000329,11,1700,3,1,4,2.0,49.17706,2.49788
329,201800000330,12,2230,3,1,6,3.0,49.18976,2.4846
330,201800000331,12,1540,1,1,1,8.0,49.21179,2.43417
331,201800000332,11,1730,2,2,1,1.0,49.21124,2.42684
332,201800000333,12,1800,2,1,1,2.0,49.22878,2.52903
333,201800000334,12,1000,1,1,1,2.0,49.21175,2.43992
334,201800000335,1,1630,2,1,1,2.0,49.11342,2.70237
335,201800000336,2,2041,5,2,1,2.0,49.08655,2.73319
336,201800000337,2,1545,1,1,2,1.0,49.14767,2.87194
337,201800000338,5,2020,1,1,1,1.0,49.11788,2.71161
338,201800000339,7,2330,3,1,2,1.0,49.14769,2.87189
339,201800000340,7,500,2,1,1,1.0,49.11414,2.70451
340,201800000341,8,810,1,1,1,1.0,49.14712,2.80957
341,201800000342,9,950,1,1,2,2.0,49.14771,2.87185
342,201800000343,9,900,1,1,1,1.0,49.0884,2.73802
343,201800000344,10,1130,1,1,1,2.0,49.09369,2.70111
344,201800000345,11,1231,1,2,8,2.0,49.0885,2.73827
345,201800000346,12,740,2,1,1,9.0,49.20624,2.73983
346,201800000347,12,2228,3,1,1,1.0,49.15867,2.66399
347,201800000348,2,1650,1,2,3,1.0,49.36887,1.12969
348,201800000349,3,1710,1,2,1,1.0,49.40098,1.16659
349,201800000350,4,130,5,2,1,1.0,49.40059,1.16777
350,201800000351,6,2315,3,1,9,1.0,49.40982,1.27392
351,201800000352,10,1740,1,2,3,1.0,49.3515,1.12793
352,201800000353,10,745,2,1,1,1.0,49.4288,1.26827
353,201800000354,10,245,3,2,2,1.0,49.38069,1.18744
354,201800000355,1,915,1,1,2,1.0,49.55344,0.35011
355,201800000356,6,800,1,1,1,1.0,49.54817,0.33492
356,201800000357,8,1525,1,1,2,1.0,49.5597,0.3209
357,201800000358,8,1205,1,1,1,1.0,49.47427,0.29727
358,201800000359,8,1155,1,1,2,1.0,49.4834,0.3565
359,201800000360,9,445,5,2,1,1.0,49.49631,0.32065
360,201800000361,10,1100,1,1,6,1.0,49.52947,0.3428
361,201800000362,1,1000,1,1,1,1.0,49.79575,1.20309
362,201800000363,3,1530,1,1,2,1.0,49.75383,1.58486
363,201800000364,4,905,1,2,1,1.0,49.73318,1.43715
364,201800000365,9,1010,1,1,1,1.0,49.7656,1.38739
365,201800000366,10,905,1,2,3,1.0,49.73258,1.4395
366,201800000367,11,1730,3,1,9,1.0,49.77105,1.51331
367,201800000368,11,1800,5,2,3,2.0,49.7391,1.44198
368,201800000369,12,1745,3,1,3,1.0,49.80239,1.19078
369,201800000370,2,1230,1,1,2,1.0,49.57219,1.50202
370,201800000371,3,735,2,1,2,5.0,49.59814,1.63565
371,201800000372,3,910,1,1,2,2.0,49.59146,1.69314
372,201800000373,5,1040,1,2,3,1.0,49.62863,1.53723
373,201800000374,8,1700,1,2,1,1.0,49.58067,1.66592
374,201800000375,10,845,1,1,1,1.0,49.65714,1.67158
375,201800000376,11,1945,5,2,1,1.0,49.61125,1.5414
376,201800000377,4,1,3,1,1,1.0,49.65685,0.73034
377,201800000378,4,1545,1,1,1,8.0,49.61347,0.71614
378,201800000379,6,2015,2,1,2,7.0,49.6617,0.72621
379,201800000380,6,1800,1,2,1,1.0,49.61844,0.7495
380,201800000381,7,705,2,1,1,5.0,49.64697,0.77056
381,201800000382,7,1000,1,1,2,1.0,49.63928,0.76185
382,201800000383,7,1130,1,1,1,1.0,49.64877,0.7767
383,201800000384,9,1215,1,1,2,1.0,49.65674,0.71889
384,201800000385,10,730,2,1,2,1.0,49.64028,0.76919
385,201800000386,12,1817,2,1,3,1.0,49.6126,0.6616
386,201800000387,12,1450,1,1,2,1.0,49.6032,0.6956
387,201800000388,5,1620,1,1,4,1.0,49.54617,0.69715
388,201800000389,6,250,4,1,6,1.0,49.51692,0.77644
389,201800000390,9,1825,1,1,6,1.0,49.52344,0.74967
390,201800000391,11,1030,1,1,1,1.0,49.47728,0.75597
391,201800000392,12,250,5,1,1,9.0,49.52045,0.74715
392,201800000393,2,1810,2,2,1,1.0,49.61196,0.92778
393,201800000394,4,1900,2,1,1,1.0,49.6073,0.95821
394,201800000395,4,1630,1,2,1,1.0,49.58684,0.96437
395,201800000396,5,1915,1,2,3,1.0,49.54274,0.94704
396,201800000397,5,1325,1,1,2,1.0,49.56203,0.89379
397,201800000398,10,1200,1,1,3,1.0,49.64884,1.01521
398,201800000399,11,1455,1,1,1,2.0,49.5803,0.954
399,201800000400,12,1030,1,2,1,7.0,49.53456,0.96821
400,201800000401,3,1828,1,1,1,1.0,48.9255,1.1665
401,201800000402,3,835,1,1,1,1.0,48.90902,1.36764
402,201800000403,8,924,1,1,1,2.0,48.956,0.92042
403,201800000404,10,1100,1,1,1,1.0,48.99577,1.15569
404,201800000405,1,1755,5,2,1,8.0,48.9592,0.94133
405,201800000406,1,300,3,1,1,5.0,48.9741,0.7855
406,201800000407,2,640,5,2,1,9.0,49.05938,0.91065
407,201800000408,3,125,3,1,3,1.0,48.96177,0.95982
408,201800000409,3,735,1,2,3,1.0,48.99729,1.10126
409,201800000410,4,400,3,2,6,1.0,49.01133,1.10067
410,201800000411,5,930,1,1,1,1.0,49.03843,1.03123
411,201800000412,5,2000,1,2,3,1.0,48.94334,1.03153
412,201800000413,5,2110,1,1,1,1.0,49.0619,0.92353
413,201800000414,6,1454,1,2,3,1.0,48.96176,0.92378
414,201800000415,6,1520,1,1,1,1.0,49.00226,1.04999
415,201800000416,7,1400,1,1,1,1.0,49.0034,1.05848
416,201800000417,7,1810,1,1,2,1.0,49.07307,0.90839
417,201800000418,7,1600,1,2,3,1.0,48.9862,1.02242
418,201800000419,7,1055,1,1,1,1.0,48.96638,0.96705
419,201800000420,8,1300,1,1,1,1.0,48.9443,0.8762
420,201800000421,8,2120,2,1,3,1.0,48.9667,0.98174
421,201800000422,8,1450,1,2,3,1.0,48.99943,1.10803
422,201800000423,9,1840,1,2,1,1.0,49.02325,0.96858
423,201800000424,10,1930,5,2,1,1.0,48.95636,0.9339
424,201800000425,11,755,3,1,1,9.0,48.93092,0.91927
425,201800000426,12,1620,1,2,1,1.0,48.97272,0.85374
426,201800000427,3,1530,1,1,1,1.0,49.01049,1.42366
427,201800000428,4,1240,1,1,1,1.0,49.03252,1.39942
428,201800000429,5,5,5,2,3,1.0,48.94174,1.4351
429,201800000430,5,1730,1,2,1,2.0,49.04918,1.30258
430,201800000431,6,1400,1,1,3,1.0,48.99461,1.34422
431,201800000432,6,630,1,2,1,1.0,49.01382,1.37958
432,201800000433,9,805,2,2,2,1.0,49.01606,1.38346
433,201800000434,9,1600,1,1,1,1.0,48.97545,1.29708
434,201800000435,9,835,1,1,3,1.0,48.97558,1.28959
435,201800000436,9,1930,2,2,6,7.0,49.0136,1.3873
436,201800000437,10,1930,3,1,1,1.0,49.01471,1.45216
437,201800000438,11,1930,4,2,1,2.0,48.9855,1.25073
438,201800000439,3,1900,2,1,1,2.0,49.19668,1.4057
439,201800000440,3,1440,1,2,1,1.0,49.24623,1.4156
