,Num_Acc,mois,hrmn,lum,agg,int,atm,lat,long
8404,201800008405,1,1340,1,2,1,2.0,43.3367,5.35507
8405,201800008406,1,1300,1,2,3,2.0,43.2878,5.37823
8406,201800008407,1,1405,1,1,1,3.0,43.23987,5.45652
8407,201800008408,12,1200,1,2,1,1.0,43.3167,5.37331
8408,201800008409,1,1545,1,2,1,2.0,43.36318,5.35707
8409,201800008410,1,1530,1,2,1,2.0,43.30658,5.39462
8410,201800008411,1,1700,2,2,1,3.0,43.31553,5.36696
8411,201800008412,1,1830,5,2,1,3.0,43.33532,5.40008
8412,201800008413,1,1830,1,2,1,2.0,43.30022,5.4009
8413,201800008414,1,1900,5,2,1,2.0,43.32123,5.38986
8414,201800008415,1,1950,2,2,1,3.0,43.32161,5.41696
8415,201800008416,1,1000,1,2,2,1.0,43.2977,5.39057
8416,201800008417,1,1800,2,2,1,1.0,43.28861,5.4991
8417,201800008418,1,2250,5,2,1,1.0,43.30753,5.50864
8418,201800008419,1,300,5,2,3,1.0,43.30189,5.38338
8419,201800008420,1,645,5,2,1,1.0,43.32211,5.41275
8420,201800008421,1,1400,1,2,3,2.0,43.27737,5.41321
8421,201800008422,1,1010,1,2,1,1.0,43.28104,5.38912
8422,201800008423,1,830,1,2,1,1.0,43.24861,5.43867
8423,201800008424,1,1330,1,2,3,1.0,43.30419,5.41213
8424,201800008425,1,1525,1,2,3,1.0,43.29004,5.44101
8425,201800008426,1,1520,1,2,9,1.0,43.28188,5.40404
8426,201800008427,1,1845,5,2,1,1.0,43.28164,5.40463
8427,201800008428,1,825,1,2,1,1.0,43.24767,5.40664
8428,201800008429,1,1330,1,2,2,1.0,43.29972,5.38227
8429,201800008430,1,1640,1,2,1,1.0,43.28226,5.43017
8430,201800008431,1,800,1,2,2,1.0,43.294,5.39577
8431,201800008432,1,915,1,2,1,1.0,43.29041,5.37578
8432,201800008433,1,1500,1,2,1,1.0,43.2864,5.35138
8433,201800008434,1,1500,1,2,1,8.0,43.32668,5.39471
8434,201800008435,1,1745,2,2,2,2.0,43.35955,5.36459
8435,201800008436,1,1850,5,2,3,1.0,43.32081,5.37473
8436,201800008437,2,930,1,2,1,2.0,43.2885,5.49989
8437,201800008438,2,930,1,2,1,2.0,43.25937,5.39872
8438,201800008439,2,1040,1,2,9,2.0,43.31529,5.38701
8439,201800008440,2,1355,1,2,3,1.0,43.30435,5.41381
8440,201800008441,1,900,1,2,1,3.0,,
8441,201800008442,2,1830,5,2,1,1.0,43.28686,5.44554
8442,201800008443,2,1750,5,2,1,1.0,43.28925,5.4967
8443,201800008444,2,1100,1,2,1,1.0,43.28498,5.37467
8444,201800008445,2,1930,5,2,1,1.0,43.26447,5.42401
8445,201800008446,2,1550,1,2,1,1.0,43.31168,5.46636
8446,201800008447,2,1740,4,2,1,1.0,43.27957,5.39858
8447,201800008448,2,1845,5,2,1,1.0,43.28471,5.38446
8448,201800008449,2,940,1,2,1,6.0,43.32624,5.36659
8449,201800008450,2,1030,1,2,6,1.0,43.34387,5.45898
8450,201800008451,2,1320,1,2,1,1.0,43.29049,5.38339
8451,201800008452,2,1325,1,2,1,1.0,43.33327,5.36327
8452,201800008453,2,1430,1,2,2,1.0,43.30916,5.37174
8453,201800008454,2,1530,1,2,1,1.0,43.29463,5.37448
8454,201800008455,2,1740,2,2,1,1.0,43.26436,5.37863
8455,201800008456,2,1630,1,2,1,1.0,43.30467,5.37422
8456,201800008457,2,420,5,2,5,1.0,43.2667,5.40288
8457,201800008458,2,630,5,2,9,1.0,43.3301,5.39579
8458,201800008459,2,1805,5,2,3,1.0,43.26719,5.38959
8459,201800008460,2,900,1,2,1,2.0,43.34636,5.36526
8460,201800008461,2,1220,1,2,3,8.0,43.33065,5.37169
8461,201800008462,2,1415,1,2,1,1.0,43.25425,5.38258
8462,201800008463,2,1300,1,2,1,1.0,43.28502,5.3896
8463,201800008464,2,1430,1,2,3,1.0,43.29654,5.37658
8464,201800008465,2,745,1,2,1,2.0,43.33164,5.38711
8465,201800008466,2,715,5,2,1,2.0,43.2319,5.40205
8466,201800008467,2,1000,1,2,1,8.0,43.28976,5.46427
8467,201800008468,1,930,1,2,1,3.0,43.29545,5.38166
8468,201800008469,2,2030,5,2,3,2.0,43.2665,5.39469
8469,201800008470,2,2100,5,2,1,2.0,43.30831,5.409
8470,201800008471,2,750,2,2,1,1.0,43.35182,5.47501
8471,201800008472,1,918,1,2,1,1.0,43.33712,5.42351
8472,201800008473,2,940,1,2,1,1.0,43.30174,5.37975
8473,201800008474,2,940,1,2,6,1.0,43.31719,5.4695
8474,201800008475,2,1630,1,2,1,8.0,43.27525,5.38445
8475,201800008476,2,850,1,2,1,1.0,43.31536,5.40235
8476,201800008477,2,1220,1,2,1,1.0,43.30506,5.51212
8477,201800008478,2,1200,1,2,1,1.0,43.289,5.43737
8478,201800008479,2,1355,1,2,1,1.0,43.29991,5.39769
8479,201800008480,2,1420,1,2,3,1.0,43.26762,5.3991
8480,201800008481,2,1200,1,2,1,1.0,43.28649,5.46796
8481,201800008482,2,1918,5,2,1,1.0,43.27327,5.41275
8482,201800008483,2,820,1,2,1,1.0,43.35204,5.35388
8483,201800008484,2,815,1,2,1,1.0,43.32652,5.43837
8484,201800008485,2,830,1,2,1,1.0,43.28314,5.42684
8485,201800008486,2,800,1,2,1,1.0,43.27918,5.38787
8486,201800008487,2,1400,1,2,2,1.0,43.29589,5.40219
8487,201800008488,2,1615,1,2,3,1.0,43.30462,5.41542
8488,201800008489,2,1630,1,2,1,1.0,43.31847,5.37957
8489,201800008490,2,1630,1,2,1,1.0,43.3168,5.40625
8490,201800008491,2,2210,3,2,1,1.0,43.23181,5.43638
8491,201800008492,2,20,5,2,1,1.0,43.29205,5.35914
8492,201800008493,2,1030,1,2,3,1.0,43.29737,5.48704
8493,201800008494,2,1000,1,2,2,1.0,43.31911,5.36757
8494,201800008495,2,1150,1,2,3,1.0,43.24253,5.40641
8495,201800008496,2,1645,1,2,1,2.0,43.26515,5.39547
8496,201800008497,2,1340,1,2,1,1.0,43.28977,5.39796
8497,201800008498,2,2245,3,2,1,1.0,43.30064,5.50324
8498,201800008499,2,438,5,2,1,1.0,43.29033,5.42515
8499,201800008500,2,1005,1,2,1,1.0,43.29785,5.37282
8500,201800008501,2,1950,5,2,1,1.0,43.25507,5.42023
8501,201800008502,2,155,5,2,1,1.0,43.30956,5.40291
8502,201800008503,2,1140,1,2,3,1.0,43.34069,5.35319
8503,201800008504,2,1300,1,2,1,1.0,43.31202,5.37926
8504,201800008505,2,655,5,2,2,1.0,43.29249,5.4013
8505,201800008506,2,530,5,2,3,1.0,43.27067,5.40761
8506,201800008507,2,550,5,2,9,1.0,43.2822,5.39053
8507,201800008508,2,950,1,2,6,1.0,43.31243,5.46477
8508,201800008509,2,1155,1,2,1,1.0,43.28446,5.41293
8509,201800008510,2,930,1,2,2,1.0,43.27543,5.39593
8510,201800008511,2,1010,1,2,1,7.0,43.29958,5.37136
8511,201800008512,2,1240,1,2,1,1.0,43.28627,5.47611
8512,201800008513,2,1530,1,2,1,1.0,43.33067,5.37166
8513,201800008514,2,800,1,2,3,1.0,43.27504,5.42596
8514,201800008515,2,850,1,2,1,1.0,43.25105,5.38224
8515,201800008516,9,1545,1,2,2,1.0,43.28827,5.3928
8516,201800008517,2,700,2,1,1,1.0,43.24009,5.4573
8517,201800008518,2,900,1,2,9,1.0,43.24495,5.41112
8518,201800008519,2,730,2,2,1,1.0,43.32882,5.38263
8519,201800008520,2,1000,1,2,1,1.0,43.26758,5.39408
8520,201800008521,1,600,5,2,1,1.0,43.29774,5.40081
8521,201800008522,2,1400,1,2,1,1.0,43.29777,5.38757
8522,201800008523,2,1415,1,2,1,1.0,43.28869,5.45751
8523,201800008524,2,1815,2,2,1,1.0,43.30633,5.37344
8524,201800008525,2,1725,2,2,1,1.0,43.26398,5.37782
8525,201800008526,2,705,1,2,6,1.0,43.3383,5.47441
8526,201800008527,2,1530,1,2,3,1.0,43.27871,5.3875
8527,201800008528,2,1430,1,2,1,1.0,43.31256,5.36866
8528,201800008529,2,1940,5,2,2,1.0,43.30346,5.38594
8529,201800008530,2,2230,5,2,1,1.0,43.29552,5.3942
8530,201800008531,2,1950,2,2,1,1.0,43.31425,5.40301
8531,201800008532,2,1015,1,2,1,1.0,43.32123,5.38978
8532,201800008533,2,835,1,2,3,8.0,43.29326,5.40414
8533,201800008534,2,1300,1,2,8,1.0,43.30655,5.37444
8534,201800008535,2,1350,1,2,9,1.0,43.2823,5.40307
8535,201800008536,2,1350,1,2,1,1.0,43.26318,5.39656
8536,201800008537,2,118,5,2,9,1.0,43.29204,5.35908
8537,201800008538,2,730,2,2,1,2.0,43.34799,5.35838
8538,201800008539,2,815,1,2,1,1.0,43.26254,5.39315
8539,201800008540,2,810,1,2,3,1.0,43.29568,5.43876
8540,201800008541,2,1310,1,2,1,1.0,43.30837,5.4003
8541,201800008542,2,1542,1,2,1,1.0,43.34158,5.36028
8542,201800008543,1,330,5,2,1,1.0,43.2703,5.36471
8543,201800008544,1,2210,5,2,1,1.0,43.30794,5.37127
8544,201800008545,2,2130,5,2,1,1.0,43.33661,5.36901
8545,201800008546,2,900,1,2,9,2.0,43.33509,5.35789
8546,201800008547,2,1300,1,2,1,2.0,43.26387,5.40428
8547,201800008548,2,1220,1,2,1,2.0,43.3159,5.3937
8548,201800008549,2,1800,1,2,1,2.0,43.3022,5.37665
8549,201800008550,2,2200,5,2,9,1.0,43.3467,5.37961
8550,201800008551,2,705,2,2,9,1.0,43.24076,5.39716
8551,201800008552,2,1145,1,2,1,1.0,43.33804,5.45305
8552,201800008553,2,1330,1,2,3,1.0,43.31187,5.37226
8553,201800008554,2,1900,5,2,3,1.0,43.29132,5.417
8554,201800008555,2,750,2,2,1,3.0,43.28946,5.36684
8555,201800008556,2,835,1,2,1,2.0,43.27959,5.39929
8556,201800008557,2,1010,1,2,1,1.0,43.2722,5.3996
8557,201800008558,2,1130,1,2,1,1.0,43.27747,5.35634
8558,201800008559,2,910,1,2,1,2.0,43.29547,5.44561
8559,201800008560,2,1715,1,2,3,1.0,43.31325,5.36632
8560,201800008561,2,1830,5,2,1,1.0,43.25097,5.37553
8561,201800008562,2,340,5,2,1,1.0,43.29091,5.41805
8562,201800008563,2,1030,1,2,2,1.0,43.29098,5.39212
8563,201800008564,2,915,1,2,1,1.0,43.28471,5.40456
8564,201800008565,2,1000,1,2,1,1.0,43.29637,5.39687
8565,201800008566,2,745,1,2,1,1.0,43.28507,5.42529
8566,201800008567,2,1545,1,2,1,1.0,43.28888,5.43698
8567,201800008568,2,1900,4,2,1,1.0,43.27032,5.39232
8568,201800008569,2,847,1,2,1,4.0,43.29224,5.46236
8569,201800008570,2,935,1,2,9,2.0,43.33041,5.41011
8570,201800008571,2,1525,1,2,2,1.0,43.2988,5.40096
8571,201800008572,2,1700,1,2,1,1.0,43.304,5.387
8572,201800008573,2,1920,5,2,1,1.0,43.31086,5.46535
8573,201800008574,2,1945,5,2,1,1.0,43.35711,5.46644
8574,201800008575,2,1940,5,2,1,1.0,43.32188,5.41314
8575,201800008576,2,1935,5,2,1,1.0,43.29931,5.38599
8576,201800008577,2,2010,5,2,3,1.0,43.23501,5.36022
8577,201800008578,2,810,1,2,1,1.0,43.38419,5.36493
8578,201800008579,2,1000,1,2,1,1.0,43.27969,5.41794
8579,201800008580,2,1130,1,2,1,1.0,43.29644,5.37405
8580,201800008581,2,1230,1,2,4,1.0,43.29762,5.40008
8581,201800008582,2,1400,1,2,1,1.0,43.32575,5.43664
8582,201800008583,2,730,1,2,1,1.0,43.34894,5.46791
8583,201800008584,2,950,1,2,1,1.0,43.3513,5.43302
8584,201800008585,2,1400,1,2,1,1.0,43.28385,5.39623
8585,201800008586,2,1510,1,2,1,1.0,43.38479,5.35864
8586,201800008587,2,1730,2,2,1,1.0,43.3845,5.3586
8587,201800008588,2,2140,5,2,1,1.0,43.30119,5.36731
8588,201800008589,2,124,5,2,1,1.0,43.29253,5.40131
8589,201800008590,2,1030,1,2,1,2.0,43.26687,5.4029
8590,201800008591,2,1420,1,2,1,3.0,43.30337,5.44212
8591,201800008592,2,1930,5,2,1,2.0,43.28914,5.38407
8592,201800008593,2,20,5,2,2,8.0,43.27984,5.38681
8593,201800008594,2,300,5,2,1,1.0,43.28936,5.42727
8594,201800008595,2,640,2,1,6,2.0,43.32999,5.38779
8595,201800008596,2,1200,1,2,1,1.0,43.25041,5.40402
8596,201800008597,2,800,1,2,9,1.0,43.33054,5.37145
8597,201800008598,2,1356,1,2,1,1.0,43.29966,5.45607
8598,201800008599,2,1745,1,2,1,1.0,43.30506,5.36719
8599,201800008600,2,830,1,2,1,1.0,43.25404,5.40171
8600,201800008601,2,945,1,2,1,1.0,43.27479,5.41832
8601,201800008602,2,825,1,2,3,1.0,43.33975,5.48227
8602,201800008603,2,1130,1,2,3,1.0,43.2932,5.49517
8603,201800008604,2,1435,1,2,1,1.0,43.30288,5.36758
8604,201800008605,2,1300,1,2,1,1.0,43.31013,5.46031
8605,201800008606,2,1330,1,2,1,1.0,43.26202,5.40417
8606,201800008607,2,1750,1,2,3,1.0,43.28367,5.40072
8607,201800008608,2,1840,5,2,1,1.0,43.32093,5.44121
8608,201800008609,2,2150,5,2,2,1.0,43.27935,5.3993
8609,201800008610,2,820,1,2,3,1.0,43.25868,5.39887
8610,201800008611,2,730,1,2,1,1.0,43.27907,5.42272
8611,201800008612,2,1155,1,2,9,1.0,43.30823,5.37405
8612,201800008613,2,810,1,2,1,1.0,43.2847,5.4212
8613,201800008614,2,1122,1,2,1,1.0,43.28697,5.37956
8614,201800008615,2,1745,2,2,1,1.0,43.26738,5.38366
8615,201800008616,2,1715,1,2,3,1.0,43.29118,5.38077
8616,201800008617,2,1940,5,2,1,2.0,43.34744,5.45373
8617,201800008618,3,500,5,2,1,1.0,43.28047,5.39935
8618,201800008619,3,815,1,2,1,1.0,43.32305,5.38248
8619,201800008620,3,1140,1,2,1,1.0,43.27722,5.3988
8620,201800008621,3,1645,1,2,8,1.0,43.31067,5.37304
8621,201800008622,3,1815,1,2,3,1.0,43.30561,5.45677
8622,201800008623,3,1350,1,2,1,1.0,43.30378,5.43286
8623,201800008624,3,1610,1,2,1,7.0,43.29106,5.44219
8624,201800008625,3,1530,1,2,1,1.0,43.23959,5.40746
8625,201800008626,3,1220,1,2,1,1.0,43.34402,5.46359
8626,201800008627,3,1700,2,2,1,1.0,43.25428,5.38153
8627,201800008628,3,2045,5,2,1,1.0,43.30332,5.44223
8628,201800008629,3,1340,1,2,1,2.0,43.37001,5.53212
8629,201800008630,3,1450,1,2,2,2.0,43.30345,5.38592
8630,201800008631,3,1645,1,2,6,1.0,43.2542,5.3817
8631,201800008632,3,2030,5,2,3,1.0,43.32971,5.41385
8632,201800008633,3,1530,1,2,1,1.0,43.28925,5.4967
8633,201800008634,3,130,5,2,1,2.0,43.28991,5.48476
8634,201800008635,3,850,1,1,1,1.0,43.36008,5.49404
8635,201800008636,3,1710,1,2,1,2.0,43.30432,5.41396
8636,201800008637,3,1700,1,2,1,2.0,43.2912,5.48644
8637,201800008638,3,1802,2,2,1,2.0,43.33097,5.36639
8638,201800008639,3,2200,5,2,6,2.0,43.31505,5.3729
8639,201800008640,3,1740,2,2,1,1.0,43.33012,5.39196
8640,201800008641,3,1200,1,2,1,1.0,43.28862,5.45555
8641,201800008642,3,1530,1,2,1,1.0,43.3001,5.47652
8642,201800008643,3,10,5,2,1,1.0,43.33611,5.36316
8643,201800008644,3,30,5,2,1,1.0,43.28961,5.43801
8644,201800008645,3,1305,1,2,1,1.0,43.33367,5.37817
8645,201800008646,3,1410,1,2,1,1.0,43.33053,5.38901
8646,201800008647,3,1330,1,2,1,1.0,43.28311,5.42601
8647,201800008648,3,1445,1,2,3,1.0,43.28501,5.38964
8648,201800008649,3,10,5,2,6,1.0,43.30383,5.42855
8649,201800008650,3,1615,1,2,3,1.0,43.27493,5.41578
8650,201800008651,3,1230,1,2,1,1.0,43.28288,5.43236
8651,201800008652,3,1645,1,2,6,1.0,43.23525,5.39906
8652,201800008653,3,1520,1,2,1,1.0,43.24355,5.36961
8653,201800008654,3,1045,1,2,3,1.0,43.30801,5.40012
8654,201800008655,3,730,2,2,7,1.0,43.24069,5.397
8655,201800008656,3,1500,1,2,1,1.0,43.33066,5.43093
8656,201800008657,3,1530,1,2,6,1.0,43.29761,5.47958
8657,201800008658,3,1730,1,2,1,1.0,43.31347,5.39704
8658,201800008659,3,945,1,2,2,1.0,43.35326,5.36976
8659,201800008660,3,830,1,2,3,1.0,43.32657,5.43816
8660,201800008661,3,950,1,2,2,1.0,43.28348,5.38234
8661,201800008662,3,1700,1,2,1,1.0,43.27947,5.42871
8662,201800008663,3,2100,5,2,1,1.0,43.3,5.39857
8663,201800008664,3,5,5,2,1,1.0,43.32178,5.36765
8664,201800008665,3,1200,1,2,3,1.0,43.30768,5.37256
8665,201800008666,3,1215,1,2,1,1.0,43.25265,5.38215
8666,201800008667,2,1145,1,2,1,1.0,43.29981,5.38083
8667,201800008668,3,1639,1,2,2,1.0,43.3453,5.38265
8668,201800008669,3,1500,1,2,7,1.0,43.27752,5.39913
8669,201800008670,3,950,1,2,1,2.0,43.28617,5.38496
8670,201800008671,3,830,1,2,2,2.0,43.34627,5.46054
8671,201800008672,2,1315,1,2,1,8.0,43.28979,5.36585
8672,201800008673,3,1230,1,2,1,3.0,43.24962,5.38909
8673,201800008674,3,1535,1,2,1,1.0,43.3094,5.40295
8674,201800008675,3,1919,5,2,2,1.0,43.27594,5.41743
8675,201800008676,3,5,5,2,1,1.0,43.29088,5.35594
8676,201800008677,3,720,1,2,3,1.0,43.2888,5.46133
8677,201800008678,3,830,1,2,1,1.0,43.28267,5.40265
8678,201800008679,3,800,1,2,1,1.0,43.26574,5.38113
8679,201800008680,3,1150,1,2,1,1.0,43.29754,5.39767
8680,201800008681,3,1220,1,2,2,1.0,43.25263,5.40361
8681,201800008682,3,1318,1,2,1,1.0,43.30398,5.4249
8682,201800008683,3,1500,1,2,1,1.0,43.29218,5.36359
8683,201800008684,3,1730,1,2,3,1.0,43.3032,5.40313
8684,201800008685,3,1450,1,2,2,1.0,43.28895,5.38003
8685,201800008686,3,2013,5,2,3,1.0,43.27912,5.41223
8686,201800008687,3,2017,5,2,3,1.0,43.24616,5.4311
8687,201800008688,3,2200,5,2,1,8.0,43.27514,5.38448
8688,201800008689,3,935,1,2,1,1.0,43.3182,5.42283
8689,201800008690,3,1230,1,2,2,1.0,43.28958,5.38238
8690,201800008691,3,1410,1,2,1,1.0,43.30017,5.36732
8691,201800008692,3,1900,1,2,3,1.0,43.26563,5.39894
8692,201800008693,3,2050,5,2,2,1.0,43.27843,5.3923
8693,201800008694,3,2130,5,2,1,1.0,43.29561,5.44618
8694,201800008695,3,1740,1,2,1,1.0,43.23869,5.37381
8695,201800008696,3,1755,2,2,1,8.0,43.31687,5.3763
8696,201800008697,5,2005,2,2,3,1.0,43.2685,5.38876
8697,201800008698,3,1940,2,2,3,1.0,43.27934,5.39929
8698,201800008699,3,915,1,2,3,1.0,43.28881,5.46136
8699,201800008700,3,1730,1,2,3,1.0,43.33777,5.40748
8700,201800008701,3,805,1,2,2,1.0,43.28884,5.3829
8701,201800008702,3,1425,1,2,1,1.0,43.35899,5.31806
8702,201800008703,3,1700,1,2,1,1.0,43.2658,5.38087
8703,201800008704,3,1330,1,2,6,1.0,43.27034,5.42305
8704,201800008705,3,2245,5,2,1,1.0,43.29382,5.4407
8705,201800008706,3,1200,1,2,1,1.0,43.31601,5.38983
8706,201800008707,3,1210,1,2,9,1.0,43.28794,5.37341
8707,201800008708,3,1900,5,2,1,1.0,43.34025,5.38722
8708,201800008709,3,1030,2,2,3,4.0,43.30923,5.50051
8709,201800008710,3,710,5,2,1,1.0,43.29702,5.37163
8710,201800008711,3,920,1,2,1,1.0,43.3355,5.39976
8711,201800008712,3,1330,1,2,2,1.0,43.28639,5.38583
8712,201800008713,3,1415,1,2,1,1.0,43.29381,5.37288
8713,201800008714,3,1650,1,2,2,1.0,43.29926,5.37412
8714,201800008715,3,1800,1,2,1,1.0,43.291,5.41784
8715,201800008716,3,900,1,2,1,1.0,43.34442,5.36094
8716,201800008717,3,900,2,2,1,1.0,43.24599,5.42016
8717,201800008718,3,840,1,2,3,1.0,43.267,5.38963
8718,201800008719,3,1315,1,2,3,1.0,43.30206,5.38251
8719,201800008720,3,1430,1,2,2,1.0,43.29274,5.40729
8720,201800008721,3,1800,1,2,1,1.0,43.30672,5.39968
8721,201800008722,3,2015,5,2,3,1.0,43.32778,5.35992
8722,201800008723,3,2200,5,2,1,1.0,43.26858,5.37079
8723,201800008724,3,620,2,2,1,1.0,43.28405,5.49047
8724,201800008725,3,1320,1,2,3,1.0,43.2983,5.4168
8725,201800008726,3,1410,1,2,3,1.0,43.2886,5.45527
8726,201800008727,3,1130,1,2,1,1.0,43.30674,5.36576
8727,201800008728,3,1900,5,2,1,1.0,43.2802,5.4291
8728,201800008729,3,2115,5,2,9,1.0,43.26436,5.404
8729,201800008730,3,600,3,2,2,1.0,43.29009,5.37251
8730,201800008731,3,1720,1,2,3,1.0,43.28435,5.38656
8731,201800008732,3,1830,1,2,1,1.0,43.31455,5.46237
8732,201800008733,3,730,1,2,3,1.0,43.31376,5.38904
8733,201800008734,3,742,1,2,1,1.0,43.2841,5.43584
8734,201800008735,3,745,1,2,1,1.0,43.32549,5.42349
8735,201800008736,3,1410,1,2,1,1.0,43.26581,5.39983
8736,201800008737,3,1810,1,2,3,1.0,43.26018,5.41584
8737,201800008738,3,1715,1,2,1,1.0,43.31543,5.38642
8738,201800008739,3,2220,5,2,1,1.0,43.28753,5.38888
8739,201800008740,3,745,1,2,1,1.0,43.27942,5.35346
8740,201800008741,3,1205,1,2,1,1.0,43.28671,5.41072
8741,201800008742,3,1430,1,2,9,1.0,43.28425,5.38798
8742,201800008743,3,1510,1,2,6,1.0,43.28798,5.50587
8743,201800008744,3,1630,1,2,2,1.0,43.29699,5.38881
8744,201800008745,3,1920,1,2,1,1.0,43.30187,5.3723
8745,201800008746,3,1905,2,2,1,1.0,43.32316,5.44801
8746,201800008747,3,2240,5,2,1,1.0,43.31879,5.39027
8747,201800008748,3,155,5,2,6,1.0,43.23535,5.39896
8748,201800008749,3,1315,1,2,1,1.0,43.30153,5.49166
8749,201800008750,3,1210,1,2,1,1.0,43.2801,5.38701
8750,201800008751,3,1510,1,2,1,1.0,43.35293,5.37222
8751,201800008752,3,1845,1,2,1,1.0,43.32915,5.36538
8752,201800008753,3,2245,5,2,1,1.0,43.32502,5.3883
8753,201800008754,3,1015,1,2,1,1.0,43.29031,5.39998
8754,201800008755,3,1338,1,2,1,1.0,43.29049,5.41968
8755,201800008756,3,1525,1,2,1,1.0,43.24922,5.45122
8756,201800008757,3,1815,1,2,1,1.0,43.28864,5.499
8757,201800008758,3,20,5,2,1,1.0,43.34951,5.37533
8758,201800008759,3,55,5,2,1,1.0,43.27111,5.40879
8759,201800008760,3,2330,5,2,1,1.0,43.29022,5.37931
8760,201800008761,3,910,1,2,1,8.0,43.23982,5.45598
8761,201800008762,3,1100,1,2,6,1.0,43.34536,5.46489
8762,201800008763,3,1315,1,2,1,1.0,43.33093,5.37283
8763,201800008764,3,1633,1,2,1,1.0,43.34574,5.37845
8764,201800008765,3,1950,2,1,1,1.0,43.29495,5.45793
8765,201800008766,3,935,1,2,1,1.0,43.31283,5.4279
8766,201800008767,3,1125,1,2,1,1.0,43.24764,5.37442
8767,201800008768,3,1615,1,2,1,1.0,43.2729,5.36294
8768,201800008769,3,1810,1,2,1,1.0,43.2926,5.4581
8769,201800008770,4,1120,1,2,4,1.0,43.32444,5.41552
8770,201800008771,4,1700,1,2,1,1.0,43.29224,5.36328
8771,201800008772,4,1530,1,2,1,1.0,43.25291,5.42189
8772,201800008773,4,1630,1,2,9,1.0,43.36634,5.35679
8773,201800008774,4,1850,1,2,3,1.0,43.2868,5.38689
8774,201800008775,4,2050,5,2,3,1.0,43.30193,5.40063
8775,201800008776,4,255,5,2,1,1.0,43.23605,5.40953
8776,201800008777,4,915,1,2,1,1.0,43.28888,5.43162
8777,201800008778,3,1941,2,2,1,1.0,43.37545,5.35799
8778,201800008779,4,1510,1,2,1,1.0,43.27836,5.388
8779,201800008780,4,900,1,2,1,1.0,43.30227,5.40077
8780,201800008781,4,805,1,2,3,1.0,43.28501,5.38964
8781,201800008782,4,911,1,2,1,1.0,43.25415,5.38277
8782,201800008783,4,1300,1,2,3,1.0,43.30268,5.36879
8783,201800008784,4,1700,1,2,1,1.0,43.27984,5.44195
8784,201800008785,4,1710,1,2,1,8.0,43.27434,5.38484
8785,201800008786,4,2000,2,2,3,1.0,43.25074,5.41529
8786,201800008787,4,2225,5,2,2,1.0,43.28629,5.39136
8787,201800008788,4,2115,5,2,1,1.0,43.268,5.38432
8788,201800008789,4,730,1,2,1,1.0,43.30233,5.36908
8789,201800008790,4,1230,1,2,2,1.0,43.27175,5.38683
8790,201800008791,4,1325,1,2,1,1.0,43.32593,5.38897
8791,201800008792,4,1350,1,2,1,1.0,43.29036,5.37015
8792,201800008793,4,1400,1,2,6,1.0,43.30488,5.37323
8793,201800008794,4,1820,1,2,9,1.0,43.32916,5.36544
8794,201800008795,4,825,1,2,2,1.0,43.31144,5.42289
8795,201800008796,4,1750,1,2,4,1.0,43.33329,5.40044
8796,201800008797,4,2130,5,2,1,1.0,43.28876,5.4596
8797,201800008798,4,2111,5,2,1,1.0,43.33916,5.39004
8798,201800008799,4,2340,5,2,1,1.0,43.30581,5.40094
8799,201800008800,4,130,5,2,3,1.0,43.2804,5.40834
8800,201800008801,4,210,5,2,1,1.0,43.29438,5.3746
8801,201800008802,4,130,5,2,1,1.0,43.28564,5.39288
8802,201800008803,4,740,1,2,1,1.0,43.32677,5.4376
8803,201800008804,4,810,1,2,1,1.0,43.34995,5.46098
8804,201800008805,4,1845,1,2,1,1.0,43.23249,5.40382
8805,201800008806,4,1450,1,2,2,1.0,43.27459,5.38682
8806,201800008807,4,1500,1,2,1,1.0,43.25862,5.41741
8807,201800008808,4,1930,1,2,1,1.0,43.2645,5.40957
8808,201800008809,4,1515,1,2,1,1.0,43.34878,5.3719
8809,201800008810,4,1300,1,2,1,1.0,43.33297,5.43031
8810,201800008811,4,1515,2,2,1,1.0,43.25728,5.37652
8811,201800008812,4,1540,1,2,1,1.0,43.2842,5.38475
8812,201800008813,4,1650,1,2,3,1.0,43.29201,5.35894
8813,201800008814,4,1830,1,2,1,1.0,43.29998,5.37102
8814,201800008815,4,2205,5,2,3,1.0,43.31653,5.39697
8815,201800008816,4,920,1,2,1,1.0,43.28219,5.41188
8816,201800008817,4,1115,1,2,1,1.0,43.29334,5.43443
8817,201800008818,4,1315,1,2,1,1.0,43.27652,5.41842
8818,201800008819,4,1810,1,2,1,1.0,43.28178,5.39929
8819,201800008820,4,2200,5,2,1,1.0,43.28145,5.50205
8820,201800008821,4,2300,5,2,2,1.0,43.28993,5.37259
8821,201800008822,4,325,5,2,1,1.0,43.31168,5.37165
8822,201800008823,3,645,1,2,1,1.0,43.33347,5.43249
8823,201800008824,4,1255,1,2,1,1.0,43.29172,5.40338
8824,201800008825,4,2056,2,2,3,1.0,43.29406,5.38343
8825,201800008826,4,820,1,2,1,2.0,43.3226,5.3618
8826,201800008827,4,1250,1,2,1,1.0,43.29912,5.38128
8827,201800008828,4,1730,1,2,1,1.0,43.30346,5.36479
8828,201800008829,4,1710,1,2,1,1.0,43.27942,5.41124
8829,201800008830,4,610,5,2,1,2.0,43.33378,5.36802
8830,201800008831,4,1315,1,2,2,1.0,43.30291,5.40058
