Num_Acc,catv,obs,obsm,manv
201800035090,10,00,2,15
201800035091,07,00,1,01
201800035092,02,16,0,01
201800035093,07,00,6,01
201800035093,99,00,2,05
201800035094,07,00,2,10
201800035094,02,00,2,01
201800035095,34,00,2,02
201800035095,07,00,2,01
201800035096,31,12,0,01
201800035097,07,01,0,01
201800035098,02,01,0,01
201800035099,07,01,0,01
201800035100,07,00,1,01
201800035101,07,00,2,15
201800035101,07,00,2,01
201800035102,07,00,1,15
201800035103,07,00,2,01
201800035103,07,00,2,01
201800035104,01,00,2,19
201800035104,07,00,2,16
201800035105,07,00,2,15
201800035105,33,00,2,01
201800035106,07,00,2,09
201800035106,33,00,2,01
201800035107,07,00,1,01
201800035108,07,00,2,01
201800035108,07,00,2,01
201800035109,07,00,2,10
201800035109,33,00,2,01
201800035110,10,00,2,20
201800035110,07,00,2,01
201800035111,10,00,2,01
201800035111,07,00,2,15
201800035112,01,00,2,01
201800035112,07,00,2,01
201800035112,07,00,2,01
201800035113,07,00,1,01
201800035114,07,00,1,01
201800035115,07,00,2,15
201800035115,33,00,2,01
201800035116,07,00,2,01
201800035116,07,00,2,01
201800035117,07,00,2,01
201800035117,07,00,2,01
201800035118,07,00,2,01
201800035118,01,00,2,00
201800035119,07,00,2,15
201800035119,33,00,2,01
201800035120,07,00,1,01
201800035121,07,00,2,01
201800035121,07,00,2,01
201800035122,07,01,1,01
201800035123,07,00,1,01
201800035124,07,09,0,01
201800035125,07,00,2,01
201800035125,07,00,2,01
201800035126,01,00,2,01
201800035126,07,00,2,01
201800035127,02,00,2,09
201800035127,02,00,2,01
201800035128,07,00,2,20
201800035128,32,00,2,01
201800035129,07,00,2,22
201800035129,01,00,2,01
201800035130,07,00,2,01
201800035130,07,00,2,01
201800035131,07,06,0,01
201800035132,07,00,1,16
201800035133,07,00,1,01
201800035134,07,00,2,01
201800035134,07,00,2,01
201800035134,07,00,2,01
201800035135,07,00,1,01
201800035136,07,00,1,01
201800035137,07,00,2,01
201800035137,07,00,2,01
201800035137,07,00,2,01
201800035138,33,00,2,01
201800035138,07,00,2,24
201800035139,07,00,2,01
201800035139,07,00,2,01
201800035140,01,00,2,01
201800035140,07,00,2,01
201800035141,33,00,2,01
201800035141,07,00,2,01
201800035142,07,00,2,15
201800035142,02,00,2,01
201800035143,01,00,2,01
201800035143,07,00,2,01
201800035144,07,00,1,01
201800035145,07,00,1,01
201800035146,07,00,2,15
201800035146,33,00,2,01
201800035147,01,00,2,00
201800035147,07,00,2,00
201800035148,01,00,2,01
201800035148,07,00,2,15
201800035149,33,00,2,01
201800035149,01,00,2,01
201800035150,07,00,1,01
201800035151,07,00,1,20
201800035152,07,00,2,09
201800035152,31,00,2,00
201800035153,07,00,2,15
201800035153,02,00,2,01
201800035154,07,00,2,15
201800035154,01,00,2,15
201800035155,07,00,1,01
201800035156,07,00,2,01
201800035156,07,00,2,01
201800035156,02,00,2,01
201800035157,07,00,2,09
201800035157,07,00,2,01
201800035158,07,00,1,16
201800035159,01,00,2,01
201800035159,07,00,2,16
201800035160,02,00,2,01
201800035160,07,00,2,01
201800035161,07,00,2,13
201800035161,07,00,2,01
201800035162,33,00,2,01
201800035162,07,00,2,01
201800035163,07,00,2,24
201800035163,01,00,2,01
201800035164,01,00,2,19
201800035164,07,00,2,16
201800035165,07,15,0,01
201800035166,07,00,2,09
201800035166,02,00,2,01
201800035167,07,00,2,01
201800035167,02,00,2,15
201800035168,30,00,2,17
201800035168,07,00,2,01
201800035169,02,00,1,01
201800035170,07,00,1,01
201800035171,07,00,1,01
201800035172,07,00,2,01
201800035172,07,00,2,01
201800035172,01,00,2,19
201800035173,07,00,1,01
201800035174,07,00,2,01
201800035174,07,00,2,23
201800035174,07,00,2,01
201800035175,07,00,2,01
201800035175,07,00,2,01
201800035175,07,00,2,01
201800035176,07,00,2,16
201800035176,01,00,2,01
201800035177,07,00,2,11
201800035177,02,01,2,01
201800035178,07,00,2,01
201800035178,07,00,2,01
201800035179,07,00,1,01
201800035180,07,00,2,15
201800035180,07,00,2,01
201800035181,02,00,2,01
201800035181,07,00,2,01
201800035182,35,00,2,01
201800035182,07,00,2,15
201800035183,07,00,1,01
201800035184,07,00,2,01
201800035184,07,00,2,01
201800035185,07,00,2,01
201800035185,01,00,2,01
201800035186,07,00,2,10
201800035186,07,00,2,01
201800035187,07,02,0,01
201800035188,07,00,1,01
201800035189,02,00,2,17
201800035189,07,00,2,20
201800035190,10,00,1,01
201800035191,07,00,1,01
201800035192,07,00,2,01
201800035192,07,00,2,01
201800035192,07,00,2,01
201800035193,07,00,2,16
201800035193,31,00,2,01
201800035194,07,00,2,15
201800035194,07,00,2,01
201800035195,07,04,0,01
201800035196,07,00,2,13
201800035196,31,00,2,21
201800035197,07,00,1,01
201800035198,07,00,2,17
201800035198,07,00,2,15
201800035199,07,00,2,02
201800035199,33,00,2,00
201800035200,33,00,2,01
201800035200,07,00,2,15
201800035201,36,06,0,00
201800035202,07,00,1,13
201800035203,07,00,0,13
201800035204,07,00,1,01
201800035205,07,00,2,15
201800035205,33,00,2,17
201800035206,01,00,0,13
201800035207,01,00,2,00
201800035207,07,00,2,00
201800035208,30,00,0,00
201800035209,10,00,,00
201800035209,33,00,2,00
201800035210,01,00,2,19
201800035210,07,00,2,01
201800035211,33,00,2,17
201800035211,07,00,2,15
201800035212,07,00,1,01
201800035213,07,02,0,13
201800035214,07,00,1,13
201800035214,07,00,2,01
201800035214,17,01,0,00
201800035215,10,00,1,01
201800035216,02,00,2,01
201800035216,10,00,2,00
201800035217,07,00,0,13
201800035218,07,06,0,13
201800035219,07,00,2,01
201800035219,07,00,2,19
201800035220,07,02,0,13
201800035221,07,13,0,13
201800035222,02,00,2,01
201800035222,10,00,2,09
201800035223,07,00,1,01
201800035224,07,00,0,01
201800035224,07,00,2,09
201800035225,31,00,2,21
201800035225,07,00,2,01
201800035225,07,00,2,15
201800035226,07,00,1,01
201800035227,07,00,2,02
201800035227,07,00,0,00
201800035227,07,00,2,02
201800035228,07,00,0,14
201800035229,07,06,0,13
201800035230,07,00,0,00
201800035231,07,02,0,14
201800035232,07,02,0,14
201800035233,07,00,2,19
201800035233,07,00,2,01
201800035234,07,00,2,02
201800035234,07,02,2,17
201800035235,36,06,0,15
201800035236,33,00,0,00
201800035237,07,09,0,00
201800035238,33,00,0,00
201800035239,07,00,1,01
201800035240,07,00,2,02
201800035240,07,00,2,02
201800035241,07,00,2,01
201800035241,07,00,2,15
201800035242,07,00,1,01
201800035243,07,00,2,09
201800035243,33,00,2,01
201800035244,33,00,6,01
201800035245,07,02,0,13
201800035246,07,00,2,09
201800035246,01,00,2,02
201800035247,07,06,0,13
201800035248,13,06,0,13
201800035249,30,00,2,01
201800035249,07,00,2,19
201800035250,07,16,0,01
201800035251,07,00,2,15
201800035251,30,00,2,01
201800035252,02,00,0,16
201800035253,07,16,2,09
201800035253,07,00,2,01
201800035254,07,00,2,01
201800035254,07,00,2,01
201800035255,33,01,0,14
201800035256,07,00,2,01
201800035256,07,00,2,23
201800035257,34,00,2,13
201800035257,07,00,2,01
201800035258,07,00,1,01
201800035259,07,13,0,14
201800035260,30,14,0,01
201800035261,10,11,0,13
201800035262,07,00,1,01
201800035263,07,15,0,21
201800035264,07,00,1,01
201800035265,07,00,1,09
201800035266,07,00,2,13
201800035266,07,00,2,01
201800035267,07,00,2,19
201800035267,07,13,2,01
201800035268,33,00,2,17
201800035268,07,00,2,15
201800035269,10,12,2,01
201800035269,07,00,2,19
201800035270,07,00,1,01
201800035271,07,00,1,01
201800035272,07,00,2,15
201800035272,33,00,2,01
201800035273,07,08,0,15
201800035274,07,03,0,14
201800035275,07,00,2,15
201800035275,07,00,2,01
201800035276,32,00,2,17
201800035276,07,00,2,01
201800035277,07,02,0,14
201800035278,07,00,1,15
201800035279,30,13,0,14
201800035280,07,00,2,13
201800035280,14,00,2,01
201800035281,30,08,0,14
201800035282,07,00,1,01
201800035283,07,00,2,09
201800035283,01,00,2,01
201800035284,31,13,0,13
201800035285,02,00,2,01
201800035285,07,00,2,09
201800035286,07,00,1,01
201800035287,07,06,0,14
201800035288,07,10,0,14
201800035289,01,12,0,15
201800035290,07,06,0,13
201800035291,07,00,2,13
201800035291,07,00,2,01
201800035292,01,13,0,01
201800035293,02,06,2,01
201800035293,07,00,2,16
201800035294,01,00,2,01
201800035294,07,00,2,01
201800035295,07,00,2,15
201800035295,33,00,2,01
201800035296,07,00,2,15
201800035296,02,00,2,18
201800035297,07,01,2,19
201800035297,07,00,2,01
201800035298,10,00,1,04
201800035299,01,00,2,01
201800035299,07,00,2,09
201800035300,07,00,1,15
201800035301,07,00,2,15
201800035301,01,00,2,01
201800035302,07,13,0,14
201800035303,01,00,2,19
201800035303,07,00,2,01
201800035304,33,00,2,11
201800035304,03,00,2,01
201800035305,30,00,2,01
201800035305,31,00,2,23
201800035306,33,00,2,01
201800035306,07,00,2,15
201800035307,07,13,0,13
201800035308,33,00,2,01
201800035308,07,00,2,15
201800035309,14,00,2,01
201800035309,01,00,2,01
201800035310,33,00,2,17
201800035310,07,00,2,15
201800035311,30,00,2,01
201800035311,07,00,2,19
201800035312,07,00,2,13
201800035312,07,00,2,01
201800035313,07,00,2,15
201800035313,31,00,2,02
201800035314,07,00,1,19
201800035315,02,00,2,01
201800035315,07,00,2,01
201800035316,07,00,2,13
201800035316,07,00,2,01
201800035317,07,00,1,20
201800035318,01,00,2,19
201800035318,07,00,6,21
201800035319,07,00,1,00
201800035320,30,00,1,00
201800035321,07,00,2,15
201800035321,02,00,2,17
201800035322,07,00,2,15
201800035322,33,00,2,01
201800035323,33,00,2,01
201800035323,07,00,2,15
201800035324,33,00,2,00
201800035324,07,00,2,15
201800035325,07,00,2,13
201800035325,07,00,2,01
201800035326,07,00,1,00
201800035327,07,00,6,15
201800035327,01,00,2,01
201800035328,02,00,0,01
201800035328,07,00,0,15
201800035329,33,00,2,01
201800035329,10,00,2,15
201800035330,33,00,2,01
201800035330,07,00,2,15
201800035331,32,00,2,01
201800035331,07,00,2,15
201800035332,07,00,1,01
201800035333,07,00,1,01
201800035334,07,00,1,09
201800035335,07,00,2,02
201800035335,01,00,2,02
201800035336,07,00,2,04
201800035336,34,00,2,00
201800035337,07,00,1,01
201800035338,07,00,2,20
201800035338,07,00,2,01
201800035339,10,00,1,23
201800035340,07,00,2,15
201800035340,31,00,2,17
201800035341,10,00,2,24
201800035341,33,01,2,11
201800035341,07,00,2,01
201800035342,07,01,2,00
201800035342,07,00,2,24
201800035342,07,00,2,16
201800035343,31,00,2,01
201800035343,07,00,2,15
201800035344,33,08,0,00
201800035345,07,00,2,15
201800035345,33,00,2,01
201800035346,07,00,2,23
201800035346,07,00,1,21
201800035347,33,00,2,17
201800035347,07,00,2,15
201800035348,01,00,2,01
201800035348,07,00,2,15
201800035349,33,06,0,00
201800035350,33,00,2,01
201800035350,07,00,2,19
201800035350,07,00,6,01
201800035351,07,00,1,01
201800035352,31,00,2,13
201800035352,31,00,2,01
201800035353,07,00,1,00
201800035353,07,00,2,02
201800035354,07,00,2,01
201800035354,01,00,2,19
201800035355,10,00,2,15
201800035355,33,00,2,01
201800035356,07,00,2,13
201800035356,33,00,2,17
201800035357,07,00,1,01
201800035358,07,02,0,01
201800035359,07,00,1,15
201800035360,07,08,0,00
201800035361,30,14,0,00
201800035362,10,00,9,15
201800035362,33,00,2,00
201800035363,07,01,0,14
201800035364,30,00,0,01
201800035365,07,00,2,13
201800035365,07,00,2,00
201800035366,10,00,2,21
201800035366,07,00,2,13
201800035366,07,00,2,21
201800035367,07,00,1,01
201800035368,07,00,1,20
201800035369,33,00,2,01
201800035369,07,00,2,15
201800035370,07,00,2,01
201800035370,07,00,2,01
201800035371,31,00,2,02
201800035371,07,00,2,17
201800035372,07,02,0,14
201800035373,02,00,2,21
201800035373,07,00,2,09
201800035374,07,00,2,15
201800035374,33,00,2,17
201800035375,07,00,2,15
201800035375,34,00,2,01
201800035375,10,00,2,23
201800035376,33,00,0,21
201800035377,02,00,0,00
201800035377,10,00,2,00
201800035378,01,00,2,02
201800035378,10,00,2,02
201800035379,10,00,2,01
201800035379,10,00,2,05
201800035380,07,02,0,14
201800035381,07,00,2,01
201800035381,07,01,2,01
201800035382,34,00,2,01
201800035382,07,00,2,15
201800035383,07,00,1,01
201800035384,31,00,0,01
201800035385,07,13,0,00
201800035386,31,00,2,00
201800035386,10,00,2,02
201800035387,31,00,2,12
201800035387,07,00,2,02
201800035388,10,00,1,01
201800035389,07,00,2,01
201800035389,02,00,2,01
201800035390,33,00,2,02
201800035390,07,00,0,02
201800035391,07,00,1,14
201800035392,07,13,0,01
201800035393,07,00,2,01
201800035393,07,00,2,01
201800035393,38,00,2,13
201800035394,07,00,2,01
201800035394,34,00,2,17
201800035395,31,00,0,01
201800035396,07,00,2,01
201800035396,30,00,2,15
201800035397,34,00,2,01
201800035397,99,00,6,15
201800035398,07,00,1,16
201800035399,07,00,2,01
201800035399,32,00,2,13
201800035400,07,00,1,04
201800035401,07,00,2,15
201800035401,34,00,2,17
201800035402,07,13,0,01
201800035403,01,01,0,14
201800035404,07,00,2,02
201800035404,07,00,2,13
201800035404,07,00,2,01
201800035404,07,00,0,23
201800035405,07,00,0,13
201800035406,07,00,0,21
201800035407,07,00,0,21
201800035408,20,00,1,20
201800035409,03,01,0,01
201800035410,10,00,2,13
201800035410,07,00,2,00
201800035411,07,00,2,15
201800035411,01,00,2,00
201800035412,33,00,2,01
201800035412,07,00,2,01
201800035413,07,00,6,01
201800035413,07,00,6,15
201800035413,34,00,2,01
201800035414,99,00,0,00
201800035415,07,00,1,01
201800035416,02,00,2,17
201800035416,10,00,2,15
201800035417,10,00,2,01
201800035417,07,00,2,13
201800035418,07,08,0,13
201800035419,13,00,2,01
201800035419,20,00,2,00
201800035420,07,00,1,04
201800035421,07,15,0,00
201800035422,07,00,2,15
201800035422,07,00,2,01
201800035423,07,00,2,17
201800035423,07,00,2,01
201800035423,07,00,2,02
201800035424,30,11,0,17
201800035425,07,00,1,01
201800035426,31,00,2,16
201800035426,07,00,2,21
201800035427,07,08,0,16
201800035428,07,00,1,00
201800035429,07,01,0,14
201800035430,10,00,2,02
201800035430,10,00,2,02
201800035430,38,00,0,01
201800035431,03,00,2,01
201800035432,10,01,1,15
201800035433,01,00,2,13
201800035433,07,00,2,17
201800035434,30,11,6,13
201800035435,34,00,2,00
201800035435,10,00,2,09
201800035436,31,08,0,00
201800035437,07,00,2,15
201800035437,33,00,0,17
201800035438,07,00,2,02
201800035438,07,00,2,02
201800035439,07,00,2,01
201800035439,07,00,2,13
201800035440,07,00,2,02
201800035440,07,00,2,02
201800035441,33,00,1,01
201800035442,07,00,1,16
201800035443,07,00,2,01
201800035443,32,00,2,02
201800035443,07,00,2,16
201800035444,07,00,1,19
201800035445,07,00,2,15
201800035445,30,00,2,17
201800035446,32,00,2,15
201800035446,07,00,2,15
201800035447,33,01,2,00
201800035447,07,00,2,16
201800035448,33,10,0,13
201800035449,34,00,2,01
201800035449,07,00,2,17
201800035450,07,00,2,02
201800035450,07,00,2,02
201800035451,07,00,1,01
201800035452,17,00,2,16
201800035452,34,00,2,23
201800035452,07,00,2,23
201800035453,07,00,2,15
201800035453,33,00,2,01
201800035454,07,00,1,15
201800035455,31,00,2,01
201800035455,07,00,2,09
201800035456,33,00,2,02
201800035456,07,00,2,02
201800035457,07,09,1,00
201800035458,07,00,2,09
201800035458,33,00,2,00
201800035459,07,00,1,01
201800035460,33,00,2,01
201800035460,07,00,2,15
201800035461,07,00,1,16
201800035462,32,12,1,21
201800035463,07,01,1,00
201800035464,07,09,1,00
201800035465,07,00,0,00
201800035465,07,14,0,23
201800035465,07,14,0,02
201800035466,34,00,1,01
201800035467,07,00,1,01
201800035468,07,08,0,01
201800035469,33,00,2,01
201800035469,07,00,2,19
201800035470,10,07,1,13
201800035471,32,00,2,12
201800035471,07,00,2,01
201800035472,07,00,2,15
201800035472,31,00,2,01
201800035473,07,00,2,15
201800035473,30,00,2,02
201800035474,07,00,1,11
201800035475,07,00,2,00
201800035475,07,00,2,19
201800035476,33,00,2,01
201800035476,07,00,2,05
201800035477,10,00,1,01
201800035478,02,00,2,00
201800035478,07,00,2,15
201800035479,07,00,2,01
201800035479,31,15,2,14
201800035480,01,00,2,00
201800035480,07,00,2,00
201800035481,10,00,2,20
201800035481,32,00,2,02
201800035482,07,00,2,12
201800035482,33,00,2,01
201800035483,07,00,0,15
201800035483,02,00,2,01
201800035484,07,00,2,15
201800035484,32,00,2,01
201800035485,33,00,1,00
201800035485,07,00,2,01
201800035486,30,00,1,17
201800035487,02,00,2,11
201800035487,33,00,2,01
201800035488,33,00,2,00
201800035488,01,00,2,19
201800035489,07,00,2,09
201800035489,33,00,2,01
201800035490,32,00,2,01
201800035490,07,00,2,15
201800035491,07,00,1,09
201800035492,34,00,2,01
201800035492,07,00,2,15
201800035493,33,08,2,07
201800035493,07,00,2,16
201800035494,07,00,2,15
201800035494,03,00,2,01
201800035495,07,00,2,09
201800035495,33,00,2,09
201800035496,31,00,1,01
201800035497,31,00,2,01
201800035497,07,00,2,13
201800035498,99,00,2,00
201800035498,07,00,2,01
201800035499,07,00,2,01
201800035499,34,00,2,01
201800035499,07,00,2,01
201800035500,01,00,2,01
201800035500,07,00,9,13
201800035501,07,00,2,01
201800035501,07,00,2,13
201800035502,07,00,2,13
201800035502,07,00,2,01
201800035503,07,00,2,19
201800035503,31,00,2,01
201800035504,07,08,0,00
201800035505,07,00,2,15
201800035505,07,00,2,24
201800035505,10,00,2,23
201800035505,31,01,2,01
201800035506,31,00,2,18
201800035506,07,00,2,16
201800035507,10,00,1,01
201800035508,07,00,2,16
201800035508,01,00,2,01
201800035509,07,00,1,01
201800035510,07,03,2,13
201800035510,07,00,2,01
201800035511,07,00,2,01
201800035512,07,00,2,01
201800035512,07,00,2,01
201800035513,07,00,2,02
201800035513,07,00,2,02
201800035513,07,00,9,02
201800035513,07,00,2,02
201800035514,07,00,2,02
201800035514,07,00,2,02
201800035515,07,00,2,21
201800035515,07,00,2,21
201800035516,37,00,1,01
201800035517,33,08,0,09
201800035518,07,00,2,01
201800035518,07,00,2,01
201800035519,07,04,0,14
201800035520,07,00,1,15
201800035521,07,00,2,01
201800035521,07,00,2,01
201800035522,20,09,1,00
201800035523,33,00,2,13
201800035523,07,00,2,01
201800035524,07,00,2,01
201800035524,07,00,2,01
201800035525,07,00,2,04
201800035525,07,00,2,00
201800035526,07,00,2,01
201800035526,07,00,2,13
201800035526,07,00,2,01
201800035527,07,12,0,01
201800035528,07,00,2,01
201800035528,07,00,2,15
201800035528,33,00,2,01
201800035529,07,00,2,01
201800035529,07,00,2,20
201800035529,07,01,2,11
201800035530,07,00,2,01
201800035530,07,01,2,05
201800035531,34,00,2,01
201800035531,07,00,2,15
201800035532,10,03,1,01
201800035533,07,00,2,01
201800035533,07,00,2,02
201800035534,07,00,2,13
201800035534,07,00,2,01
201800035535,07,01,1,01
201800035536,07,00,2,02
201800035536,01,00,2,02
201800035537,07,00,2,20
201800035537,10,00,2,01
201800035538,36,00,2,00
201800035538,07,00,2,23
201800035539,32,09,6,09
201800035540,07,00,2,00
201800035540,30,00,2,03
201800035540,07,00,2,02
201800035541,34,00,2,00
201800035541,07,00,2,01
201800035542,07,00,2,23
201800035542,30,00,2,00
201800035543,07,00,2,00
201800035543,33,00,2,01
201800035543,33,00,2,01
201800035544,07,00,2,15
201800035544,33,00,2,16
201800035545,32,00,1,00
201800035546,07,00,2,09
201800035546,01,00,2,00
201800035547,31,00,2,13
201800035547,07,00,2,01
201800035548,07,00,2,02
201800035548,34,00,2,02
201800035549,07,00,1,10
201800035550,34,00,2,01
201800035550,07,00,2,10
201800035551,07,08,0,01
201800035552,07,00,2,16
201800035552,07,00,2,01
201800035553,30,01,0,14
201800035554,07,00,1,21
201800035555,07,00,1,00
201800035556,07,00,2,16
201800035556,37,01,2,07
201800035557,30,00,2,15
201800035557,07,00,2,15
201800035558,33,00,2,17
201800035558,07,00,2,15
201800035559,07,00,2,19
201800035559,33,00,2,01
201800035560,07,00,2,13
201800035560,07,00,2,01
201800035561,31,00,2,01
201800035561,07,00,2,15
201800035562,07,00,2,01
201800035562,31,00,2,05
201800035563,07,00,2,15
201800035563,33,00,2,01
201800035564,07,00,1,01
201800035565,02,02,0,14
201800035566,07,00,1,00
201800035567,32,00,2,14
201800035567,07,00,2,00
201800035568,07,00,1,01
201800035569,07,00,1,01
201800035570,10,00,1,16
201800035571,07,00,1,01
201800035572,07,00,1,01
201800035573,32,00,2,19
201800035573,07,00,2,01
201800035574,07,00,2,01
201800035574,07,00,2,02
201800035575,07,00,1,01
201800035576,10,00,1,01
201800035577,07,00,2,19
201800035577,33,00,2,01
201800035578,30,00,2,16
201800035578,07,00,2,16
201800035579,01,00,2,00
201800035579,07,00,2,16
201800035580,30,00,2,01
201800035580,34,00,2,01
201800035581,07,00,2,01
201800035581,01,01,2,17
201800035582,14,00,1,01
201800035583,07,00,2,02
201800035583,32,00,2,23
201800035584,07,00,2,01
201800035584,07,01,2,20
201800035585,37,00,1,00
201800035586,01,00,2,01
201800035586,07,00,2,09
201800035587,31,00,2,01
201800035587,07,00,2,05
201800035588,32,00,1,00
201800035589,33,00,2,11
201800035589,07,00,2,01
201800035590,07,00,2,01
201800035590,30,00,2,01
201800035591,30,11,0,01
201800035592,01,00,2,01
201800035592,07,00,2,15
201800035593,07,00,2,15
201800035593,02,00,2,01
201800035594,07,00,2,01
201800035594,07,00,2,01
201800035594,07,00,2,00
201800035595,31,00,1,17
201800035596,37,00,6,16
201800035596,01,00,2,01
201800035597,07,00,1,00
201800035598,02,08,2,21
201800035598,07,00,2,23
201800035599,07,00,6,00
201800035599,01,00,2,00
201800035600,37,00,2,13
201800035600,31,00,2,17
201800035601,07,00,2,15
201800035601,31,00,2,01
201800035602,07,00,2,02
201800035602,30,00,2,02
201800035603,07,00,2,15
201800035603,02,00,2,01
201800035604,07,00,1,01
201800035605,15,00,2,00
201800035605,30,00,2,21
201800035606,30,00,2,17
201800035606,07,00,2,15
201800035607,07,00,1,09
201800035608,07,00,2,01
201800035608,03,00,2,01
201800035609,33,00,0,13
201800035610,07,00,2,15
201800035610,32,00,2,01
201800035611,07,00,2,15
201800035611,30,00,2,01
201800035612,02,00,2,02
201800035612,10,00,2,04
201800035613,07,00,1,00
201800035614,07,00,1,23
201800035614,07,00,2,01
201800035615,07,00,1,00
201800035616,37,00,2,02
201800035616,07,00,2,16
201800035617,32,00,2,01
201800035617,07,16,0,19
201800035618,07,00,2,23
201800035618,07,00,2,02
201800035619,07,00,1,01
201800035620,30,00,2,01
201800035620,07,00,2,15
201800035621,07,00,1,00
201800035622,30,15,0,02
201800035623,07,00,2,15
201800035623,07,00,2,01
201800035624,07,00,1,02
201800035625,34,00,2,01
201800035625,07,00,2,09
201800035626,02,00,2,01
201800035626,07,00,2,01
201800035627,30,01,0,01
201800035628,30,00,2,05
201800035628,07,00,2,01
201800035629,99,00,2,15
201800035629,30,00,2,01
201800035630,07,00,1,01
201800035631,10,00,1,15
201800035632,30,00,2,17
201800035632,07,00,2,15
201800035633,34,00,2,13
201800035633,07,00,2,01
201800035634,10,00,2,01
201800035634,07,00,2,01
201800035635,07,00,2,13
201800035635,07,00,2,00
201800035636,07,00,2,15
201800035636,33,00,2,01
201800035637,07,00,2,02
201800035637,33,04,2,00
201800035638,07,00,2,15
201800035638,02,00,2,01
201800035639,07,00,1,01
201800035640,15,00,2,01
201800035640,30,00,2,00
201800035641,07,00,2,01
201800035641,32,00,2,15
201800035642,07,00,2,00
201800035643,15,00,2,01
201800035643,15,00,2,15
201800035644,07,00,2,09
201800035644,99,00,2,21
201800035645,10,00,1,01
201800035646,33,00,2,01
201800035646,07,00,2,09
201800035647,33,00,0,17
201800035648,02,00,2,01
201800035648,07,00,2,16
201800035649,07,00,0,00
201800035649,07,00,2,00
201800035649,07,00,2,00
201800035650,10,00,1,01
201800035651,07,00,1,00
201800035652,10,00,2,15
201800035652,02,01,2,17
201800035653,33,00,0,01
201800035653,07,00,6,10
201800035654,07,00,1,15
201800035655,10,00,2,01
201800035655,10,08,2,13
201800035656,10,01,1,01
201800035657,31,00,2,01
201800035657,07,00,2,15
201800035658,07,09,0,01
201800035659,34,00,2,01
201800035659,07,00,2,15
201800035660,07,00,1,01
201800035661,37,00,1,01
201800035662,31,00,2,03
201800035662,07,00,2,10
201800035663,07,00,2,01
201800035663,07,00,2,01
201800035664,07,00,1,15
201800035665,07,00,1,18
201800035666,07,00,2,05
201800035666,07,00,2,01
201800035667,07,00,2,15
201800035667,30,00,2,01
201800035668,07,00,2,13
201800035668,07,00,2,01
201800035669,07,00,1,15
201800035670,01,00,1,01
201800035671,07,00,2,00
201800035671,07,00,2,05
201800035672,30,00,2,00
201800035672,07,00,2,01
201800035673,07,00,1,01
201800035674,01,00,2,01
201800035674,07,00,6,16
201800035675,07,00,2,05
201800035675,10,00,6,21
201800035675,02,00,2,00
201800035676,01,00,2,01
201800035676,07,00,6,01
201800035677,01,00,2,01
201800035677,07,00,2,15
201800035678,07,00,1,01
201800035679,07,00,2,21
201800035679,07,00,2,09
201800035680,07,00,2,00
201800035680,07,00,2,01
201800035681,07,00,2,17
201800035681,07,00,2,09
201800035682,07,00,1,01
201800035683,07,00,2,19
201800035683,33,00,2,01
201800035684,07,00,2,01
201800035684,33,00,2,01
201800035684,07,00,2,11
201800035685,01,00,2,01
201800035685,07,00,2,23
201800035686,07,00,2,13
201800035686,33,00,2,01
201800035687,07,00,6,01
201800035687,01,00,0,19
201800035688,30,00,2,01
201800035688,07,00,2,16
201800035689,07,00,6,02
201800035689,01,00,2,01
201800035690,10,00,1,23
201800035691,07,00,1,01
201800035692,07,00,1,01
201800035693,07,03,0,01
201800035693,07,00,2,01
201800035693,07,00,2,01
201800035694,07,00,2,16
201800035694,01,00,2,01
201800035695,07,00,1,04
201800035695,99,00,2,00
201800035696,07,00,2,00
201800035696,07,00,2,00
201800035697,07,00,2,01
201800035697,07,00,2,01
201800035697,07,00,2,01
201800035697,02,00,2,09
201800035697,07,00,2,09
201800035698,03,00,2,02
201800035698,07,00,2,02
201800035699,02,00,2,01
201800035699,07,00,2,09
201800035700,07,00,1,00
201800035701,33,00,6,21
201800035702,07,14,2,13
201800035702,07,00,2,01
201800035703,03,06,0,00
201800035704,32,00,2,15
201800035704,07,16,0,15
201800035705,33,00,6,01
201800035706,07,00,1,01
201800035707,07,00,2,15
201800035707,33,00,2,02
201800035708,07,00,2,01
201800035708,07,00,2,01
201800035709,10,00,2,15
201800035709,33,00,2,01
201800035710,30,00,0,00
201800035711,07,00,1,16
201800035712,07,00,2,15
201800035712,33,00,2,03
201800035713,07,00,1,15
201800035714,07,00,2,01
201800035714,07,00,2,09
201800035715,07,00,2,09
201800035715,07,08,2,01
201800035716,33,00,1,01
201800035717,07,00,2,01
201800035717,01,00,2,01
201800035718,07,00,1,11
201800035719,07,00,2,01
201800035719,07,00,2,03
201800035719,07,00,2,01
201800035720,07,00,1,00
201800035721,07,00,2,13
201800035721,17,00,2,01
201800035722,07,00,2,01
201800035722,02,00,2,01
201800035723,07,13,0,14
201800035724,07,00,1,16
201800035725,07,00,2,02
201800035725,07,00,2,02
201800035726,07,00,1,09
201800035727,07,00,1,02
201800035728,07,00,2,15
201800035728,33,00,2,17
201800035729,02,00,2,02
201800035729,10,00,2,02
201800035730,07,00,2,02
201800035730,07,00,2,01
201800035731,07,00,2,22
201800035731,07,01,0,01
201800035732,07,00,2,01
201800035732,07,00,2,13
201800035733,07,00,2,02
201800035733,38,00,2,02
201800035733,17,00,2,02
201800035734,07,00,2,00
201800035734,07,00,2,13
