Num_Acc,catv,obs,obsm,manv
201800006689,14,00,2,21
201800006690,07,00,2,02
201800006690,15,00,0,01
201800006691,10,00,2,13
201800006691,14,00,2,01
201800006692,13,00,2,17
201800006692,01,00,2,01
201800006693,07,00,2,01
201800006693,07,00,2,01
201800006693,07,00,0,01
201800006694,14,00,2,01
201800006694,01,00,2,00
201800006695,07,15,0,02
201800006696,07,00,2,02
201800006696,07,00,2,02
201800006696,07,00,2,02
201800006697,34,03,0,02
201800006698,07,03,0,16
201800006699,07,00,2,01
201800006699,07,00,0,01
201800006699,13,00,2,01
201800006699,07,00,2,02
201800006699,07,00,2,01
201800006700,07,00,0,02
201800006700,07,00,0,01
201800006701,07,00,1,05
201800006702,10,03,0,14
201800006703,07,00,2,02
201800006703,07,00,2,02
201800006703,07,00,0,02
201800006703,07,00,2,02
201800006703,07,00,2,02
201800006703,07,00,2,02
201800006704,07,00,0,02
201800006704,07,14,2,02
201800006705,07,04,2,14
201800006705,15,00,2,01
201800006706,07,00,2,00
201800006706,07,00,2,00
201800006706,07,00,2,23
201800006707,07,03,0,01
201800006708,07,00,2,12
201800006708,07,00,2,01
201800006709,07,04,0,00
201800006710,15,00,2,00
201800006710,07,04,2,00
201800006711,33,00,2,09
201800006711,07,00,2,01
201800006712,07,00,0,02
201800006712,07,00,2,02
201800006713,07,00,2,01
201800006713,17,00,2,01
201800006714,10,00,2,02
201800006714,37,00,0,02
201800006715,34,00,2,01
201800006716,07,03,2,01
201800006716,07,00,0,14
201800006717,07,00,0,01
201800006717,07,00,2,13
201800006718,07,00,0,02
201800006718,07,00,0,02
201800006719,07,00,0,02
201800006719,07,00,2,02
201800006720,07,00,2,01
201800006720,07,00,2,02
201800006721,33,00,0,01
201800006722,07,03,0,20
201800006722,10,01,0,02
201800006723,07,00,2,02
201800006723,07,00,0,02
201800006724,07,14,0,23
201800006724,07,00,2,23
201800006724,07,00,2,02
201800006724,07,14,2,02
201800006724,07,00,2,02
201800006724,07,14,2,23
201800006725,33,04,0,01
201800006725,07,00,0,17
201800006726,07,00,2,01
201800006726,15,00,2,12
201800006727,07,04,0,01
201800006727,15,00,0,12
201800006728,07,00,0,02
201800006728,07,00,2,02
201800006729,07,00,2,04
201800006729,07,00,2,01
201800006730,07,00,2,02
201800006731,07,00,2,02
201800006731,07,00,2,02
201800006732,07,06,9,00
201800006733,07,00,2,02
201800006733,07,00,2,02
201800006734,07,00,2,01
201800006734,16,00,2,12
201800006734,07,04,2,00
201800006735,07,00,9,01
201800006735,07,00,9,02
201800006735,33,00,2,02
201800006736,07,04,0,00
201800006737,07,00,0,02
201800006737,34,00,2,02
201800006738,07,00,2,02
201800006738,07,00,2,11
201800006739,07,00,0,02
201800006739,07,00,0,23
201800006739,07,00,0,01
201800006740,07,05,0,01
201800006741,07,03,2,01
201800006741,07,00,2,00
201800006742,07,04,0,13
201800006743,07,00,2,11
201800006743,15,00,2,01
201800006744,07,00,2,03
201800006744,07,03,0,01
201800006745,17,00,2,12
201800006745,07,04,2,01
201800006746,07,00,0,01
201800006746,10,00,2,01
201800006747,07,00,0,23
201800006747,33,01,0,00
201800006748,10,00,2,01
201800006748,07,00,2,01
201800006748,13,00,2,12
201800006749,13,00,2,01
201800006749,07,00,2,01
201800006750,07,04,0,23
201800006750,13,01,0,13
201800006751,07,04,0,06
201800006752,33,00,2,03
201800006752,15,00,9,01
201800006753,07,04,2,17
201800006753,07,00,2,03
201800006754,07,05,0,01
201800006755,10,00,2,01
201800006755,07,04,2,09
201800006756,17,14,0,02
201800006756,07,04,0,02
201800006757,32,03,0,01
201800006758,07,00,0,01
201800006758,07,00,2,14
201800006759,07,00,0,01
201800006760,33,00,0,16
201800006761,07,00,2,00
201800006761,07,00,0,02
201800006762,07,00,2,00
201800006762,07,00,2,00
201800006763,07,04,0,00
201800006764,14,01,0,04
201800006764,33,00,2,23
201800006765,13,04,0,01
201800006766,07,00,0,01
201800006766,15,00,2,14
201800006767,07,00,2,01
201800006767,07,00,0,01
201800006768,07,07,0,01
201800006769,17,00,2,01
201800006769,10,00,1,01
201800006770,17,00,2,02
201800006770,07,00,2,00
201800006770,07,00,2,02
201800006771,17,03,9,01
201800006772,10,00,2,01
201800006772,07,00,2,12
201800006773,07,00,0,24
201800006773,07,01,0,14
201800006773,07,00,1,24
201800006774,07,00,2,02
201800006774,07,00,2,02
201800006775,01,00,2,01
201800006775,03,11,9,15
201800006776,07,13,0,01
201800006777,07,00,2,15
201800006777,02,00,2,01
201800006778,32,00,0,21
201800006779,10,06,0,01
201800006780,14,00,0,01
201800006780,01,00,2,13
201800006781,10,00,2,02
201800006781,07,00,0,01
201800006782,07,05,0,01
201800006783,07,00,2,02
201800006783,07,00,2,02
201800006784,07,00,2,02
201800006784,07,00,2,24
201800006785,07,13,0,04
201800006786,07,00,2,19
201800006786,33,00,2,01
201800006787,07,00,2,13
201800006787,07,00,2,01
201800006788,07,00,0,23
201800006788,07,00,2,01
201800006789,07,00,2,19
201800006789,01,00,2,19
201800006790,07,00,2,01
201800006790,03,00,2,01
201800006790,07,10,2,06
201800006791,07,09,1,01
201800006792,07,00,0,01
201800006792,07,00,0,01
201800006792,10,00,0,19
201800006792,07,00,0,01
201800006793,01,00,2,01
201800006793,07,00,9,00
201800006794,33,00,2,01
201800006794,07,00,2,15
201800006795,10,00,1,04
201800006796,02,00,2,17
201800006796,07,00,2,15
201800006797,33,10,0,15
201800006798,01,00,2,01
201800006798,07,00,9,11
201800006799,07,00,1,04
201800006800,33,12,0,01
201800006801,07,06,0,00
201800006802,07,00,1,01
201800006803,33,00,0,01
201800006804,31,12,0,01
201800006805,07,00,1,01
201800006806,30,00,0,01
201800006807,07,00,1,01
201800006808,07,00,1,01
201800006809,07,00,1,01
201800006810,07,00,2,01
201800006810,17,00,2,01
201800006811,33,00,2,13
201800006811,14,00,2,01
201800006812,07,00,2,01
201800006812,17,00,2,01
201800006813,07,00,0,00
201800006814,15,00,0,02
201800006814,31,00,0,02
201800006815,07,00,2,01
201800006815,07,03,2,01
201800006816,07,00,0,01
201800006817,07,00,0,01
201800006818,07,03,2,01
201800006818,07,03,2,14
201800006819,07,00,2,01
201800006819,17,00,0,02
201800006820,07,04,0,01
201800006821,10,00,2,01
201800006821,15,00,0,01
201800006821,07,00,0,01
201800006821,07,00,0,01
201800006821,07,00,0,01
201800006821,07,00,0,01
201800006821,07,00,9,01
201800006822,07,03,0,01
201800006823,10,03,0,12
201800006824,07,04,0,02
201800006825,07,07,0,02
201800006826,14,01,0,21
201800006826,16,00,0,23
201800006827,07,00,2,12
201800006827,17,00,0,01
201800006828,15,00,2,01
201800006828,07,00,2,09
201800006829,10,00,0,02
201800006829,31,14,2,02
201800006830,07,00,2,02
201800006830,30,00,2,02
201800006831,33,04,0,09
201800006832,07,00,2,13
201800006832,33,00,2,02
201800006833,07,00,2,01
201800006833,07,00,1,23
201800006834,10,06,2,00
201800006834,07,00,2,01
201800006835,07,00,6,15
201800006835,02,00,2,02
201800006836,10,03,0,09
201800006837,33,00,9,05
201800006837,01,00,2,01
201800006838,07,00,2,13
201800006838,07,00,2,01
201800006839,07,00,2,01
201800006839,31,00,2,01
201800006840,07,00,1,04
201800006841,07,00,2,15
201800006841,32,00,2,01
201800006842,10,00,1,00
201800006843,33,00,2,01
201800006843,10,00,2,19
201800006844,07,00,2,01
201800006844,07,00,2,23
201800006844,33,00,2,01
201800006845,07,01,0,19
201800006846,07,00,1,01
201800006847,07,13,0,01
201800006848,07,00,2,02
201800006848,17,00,2,02
201800006849,07,03,0,01
201800006850,15,02,0,14
201800006851,07,01,0,00
201800006851,07,00,2,24
201800006852,07,01,0,02
201800006852,07,01,0,02
201800006852,07,03,0,01
201800006853,07,00,9,01
201800006853,07,00,9,01
201800006853,07,00,9,01
201800006853,07,00,9,01
201800006853,15,13,2,01
201800006854,33,03,0,01
201800006855,07,13,9,01
201800006856,07,00,2,02
201800006856,07,00,2,02
201800006857,14,00,0,01
201800006858,07,02,0,02
201800006858,07,00,2,02
201800006859,13,00,2,15
201800006859,17,00,2,01
201800006860,99,03,0,01
201800006861,07,00,2,01
201800006861,07,00,2,01
201800006861,07,00,2,01
201800006862,38,00,2,00
201800006862,07,02,0,14
201800006863,07,03,0,00
201800006864,17,00,2,02
201800006864,17,00,0,02
201800006865,07,00,2,15
201800006865,33,00,2,01
201800006865,07,00,2,01
201800006866,17,00,0,02
201800006866,10,03,2,02
201800006867,10,00,0,23
201800006867,07,00,2,12
201800006868,07,08,0,17
201800006869,07,00,2,01
201800006869,10,00,2,14
201800006870,07,00,2,02
201800006870,15,00,0,02
201800006871,17,00,0,23
201800006871,17,00,2,01
201800006872,07,02,0,00
201800006873,07,00,2,01
201800006873,33,00,2,13
201800006873,15,00,2,01
201800006874,07,03,2,11
201800006874,07,03,2,01
201800006875,07,00,2,02
201800006875,07,00,2,23
201800006875,07,00,0,23
201800006876,07,13,0,14
201800006877,07,00,0,01
201800006878,34,16,0,00
201800006879,07,00,2,02
201800006879,07,00,2,02
201800006879,07,00,2,02
201800006879,07,00,0,02
201800006880,17,13,0,01
201800006881,17,00,2,23
201800006881,07,00,2,11
201800006882,10,00,2,02
201800006882,17,00,2,01
201800006883,07,13,0,00
201800006884,33,00,0,01
201800006885,07,13,0,01
201800006886,07,03,2,11
201800006886,07,00,2,01
201800006887,33,06,0,17
201800006888,33,00,9,00
201800006889,33,00,0,01
201800006890,15,00,0,02
201800006891,07,16,,13
201800006892,07,00,2,17
201800006892,07,00,2,01
201800006893,07,00,0,06
201800006893,10,00,2,01
201800006894,07,04,2,11
201800006894,07,13,2,01
201800006895,07,00,2,19
201800006895,10,00,2,01
201800006896,07,04,2,17
201800006896,17,00,2,02
201800006897,10,00,2,13
201800006897,14,00,2,01
201800006898,07,16,0,06
201800006899,07,04,0,01
201800006900,07,04,0,00
201800006901,14,00,1,04
201800006902,07,00,0,14
201800006903,07,00,2,02
201800006903,07,00,2,02
201800006903,07,00,2,02
201800006904,07,13,0,14
201800006905,07,00,0,14
201800006906,07,15,0,02
201800006907,07,00,0,01
201800006907,02,00,0,09
201800006908,07,00,0,13
201800006909,07,00,2,02
201800006909,07,00,2,02
201800006909,07,00,0,01
201800006910,10,00,2,01
201800006910,07,00,2,23
201800006910,07,00,0,23
201800006911,10,00,2,01
201800006911,07,00,2,23
201800006911,07,00,2,23
201800006911,07,00,2,23
201800006911,07,00,0,23
201800006912,07,03,2,17
201800006912,07,00,0,01
201800006912,07,00,0,01
201800006912,07,00,0,01
201800006913,10,00,0,17
201800006914,07,00,2,02
201800006914,07,00,0,01
201800006915,07,03,0,21
201800006916,07,00,0,01
201800006917,33,00,0,17
201800006918,07,03,0,16
201800006919,07,15,0,00
201800006920,07,00,0,01
201800006920,07,03,2,02
201800006921,17,00,0,23
201800006921,15,00,2,09
201800006921,17,00,0,23
201800006921,10,00,2,23
201800006922,07,00,2,02
201800006922,07,00,0,02
201800006922,07,00,2,02
201800006922,07,00,2,02
201800006922,07,00,2,02
201800006922,07,00,2,02
201800006923,07,03,0,01
201800006924,15,00,2,02
201800006924,07,00,0,02
201800006925,07,02,0,00
201800006926,07,00,2,00
201800006926,07,00,0,00
201800006927,07,00,0,01
201800006928,07,00,0,00
201800006928,07,00,2,01
201800006928,07,00,2,00
201800006929,07,03,0,01
201800006930,07,00,2,16
201800006930,07,00,2,01
201800006931,07,00,2,02
201800006931,15,00,2,17
201800006931,07,03,0,17
201800006931,15,00,0,01
201800006931,07,00,2,17
201800006932,07,03,0,01
201800006932,07,03,2,01
201800006933,33,00,2,01
201800006933,33,00,0,02
201800006934,33,00,6,19
201800006935,07,00,0,00
201800006936,07,04,0,01
201800006937,15,00,2,02
201800006937,07,00,2,02
201800006938,07,00,2,13
201800006938,17,00,2,01
201800006939,07,03,0,01
201800006940,07,00,0,02
201800006941,07,00,2,01
201800006941,14,00,0,01
201800006942,33,00,0,02
201800006943,33,03,0,01
201800006944,07,00,2,02
201800006944,17,00,0,01
201800006945,07,00,2,23
201800006945,38,00,2,24
201800006945,17,00,2,18
201800006946,17,00,2,02
201800006946,10,00,2,02
201800006947,07,00,2,01
201800006947,10,00,2,01
201800006947,07,03,2,01
201800006948,07,03,0,01
201800006949,07,00,2,02
201800006949,07,00,0,01
201800006950,07,03,0,11
201800006951,14,01,0,01
201800006951,10,00,0,24
201800006951,15,01,0,01
201800006952,07,00,2,17
201800006952,07,00,2,01
201800006953,07,03,0,21
201800006953,07,00,2,02
201800006953,07,00,2,02
201800006953,07,00,9,00
201800006954,15,00,2,23
201800006954,99,00,2,00
201800006955,17,00,2,01
201800006955,07,00,2,01
201800006956,17,00,2,01
201800006956,07,00,2,13
201800006957,13,00,0,01
201800006957,07,00,2,15
201800006958,07,00,2,17
201800006958,07,00,2,01
201800006958,07,03,2,01
201800006958,07,13,2,01
201800006959,07,00,2,02
201800006959,15,00,2,01
201800006960,33,00,2,01
201800006960,07,00,2,11
201800006961,33,00,2,01
201800006961,07,00,2,13
201800006962,34,00,0,03
201800006962,07,00,0,19
201800006963,02,00,0,01
201800006963,07,00,0,15
201800006964,07,00,2,13
201800006964,13,00,2,01
201800006965,33,00,0,01
201800006966,07,00,1,01
201800006967,07,07,2,02
201800006967,31,00,2,01
201800006968,02,00,2,01
201800006968,07,00,2,01
201800006969,33,00,0,01
201800006970,07,00,9,09
201800006970,01,00,2,01
201800006971,34,00,1,17
201800006972,07,00,2,02
201800006972,02,00,2,02
201800006973,01,03,0,16
201800006973,07,00,0,00
201800006974,07,00,2,09
201800006974,33,00,2,01
201800006975,07,00,2,15
201800006975,02,00,2,17
201800006976,07,00,2,13
201800006976,07,00,2,01
201800006977,07,00,1,01
201800006978,07,00,2,01
201800006978,07,00,2,13
201800006979,07,00,2,13
201800006979,07,00,2,01
201800006980,07,00,2,01
201800006980,02,00,2,03
201800006980,07,00,2,01
201800006981,07,16,0,06
201800006982,07,00,0,01
201800006982,01,00,2,19
201800006983,33,00,2,01
201800006983,10,00,2,12
201800006984,07,02,2,00
201800006984,07,00,2,13
201800006985,07,13,0,13
201800006986,07,00,2,19
201800006986,30,00,2,01
201800006987,07,00,2,15
201800006987,33,00,2,01
201800006988,01,00,0,01
201800006988,07,00,9,02
201800006989,33,00,2,01
201800006989,07,00,2,09
201800006990,07,00,2,01
201800006990,07,00,2,13
201800006990,07,00,2,01
201800006991,31,00,2,13
201800006991,07,00,2,13
201800006992,07,00,2,15
201800006992,07,00,2,01
201800006992,07,00,2,01
201800006993,07,00,9,16
201800006993,01,00,2,01
201800006994,07,00,2,01
201800006994,07,06,2,05
201800006995,33,00,2,01
201800006995,07,00,2,01
201800006996,07,04,0,12
201800006997,07,00,0,21
201800006998,07,00,1,01
201800006999,17,00,2,02
201800006999,37,00,2,01
201800007000,07,02,0,14
201800007001,15,00,0,23
201800007001,07,00,2,12
201800007002,07,00,0,00
201800007002,07,04,0,13
201800007003,07,04,0,16
201800007004,02,00,0,02
201800007004,07,00,2,02
201800007005,07,00,0,23
201800007005,07,00,2,12
201800007005,07,00,2,12
201800007006,17,00,0,02
201800007006,10,00,2,02
201800007007,07,04,0,01
201800007008,07,00,0,01
201800007008,07,00,2,11
201800007009,07,00,2,02
201800007009,33,00,2,02
201800007009,07,00,0,02
201800007010,07,00,2,02
201800007010,07,00,2,02
201800007010,07,00,2,00
201800007010,07,00,2,02
201800007010,07,00,2,02
201800007010,07,00,2,02
201800007011,17,00,0,02
201800007011,07,00,2,02
201800007012,07,03,0,01
201800007012,07,01,0,02
201800007013,17,13,0,02
201800007014,07,04,2,02
201800007014,07,00,2,02
201800007015,17,00,2,02
201800007015,15,00,0,01
201800007015,07,00,0,23
201800007016,07,00,1,01
201800007017,07,00,1,01
201800007018,07,00,1,16
201800007019,02,00,2,17
201800007019,07,00,2,15
201800007020,07,00,2,13
201800007020,33,00,2,17
201800007021,10,00,1,16
201800007022,02,00,2,01
201800007022,33,00,2,16
201800007023,07,00,2,19
201800007023,33,00,2,01
201800007024,01,00,2,00
201800007024,07,00,9,01
201800007025,07,04,2,17
201800007025,17,00,0,02
201800007026,07,01,0,02
201800007026,07,09,0,23
201800007027,07,00,2,02
201800007027,07,00,2,02
201800007028,14,00,2,01
201800007028,07,00,2,16
201800007029,07,00,2,13
201800007029,17,00,2,01
201800007030,15,00,2,02
201800007030,07,00,0,02
201800007031,07,04,0,12
201800007032,17,00,2,01
201800007032,07,00,2,00
201800007033,07,00,2,02
201800007033,07,00,2,02
201800007033,07,00,1,01
201800007034,07,04,0,00
201800007035,07,03,2,01
201800007035,17,00,0,01
201800007036,32,04,0,13
201800007037,17,02,0,02
201800007038,13,00,2,02
201800007038,07,00,2,02
201800007039,10,00,2,01
201800007039,17,00,0,01
201800007040,13,00,2,01
201800007040,07,00,2,01
201800007041,07,00,2,02
201800007041,07,00,2,02
201800007041,99,00,2,05
201800007042,07,00,2,00
201800007042,07,00,2,12
201800007042,07,00,2,00
201800007042,07,04,2,00
201800007042,07,00,2,00
201800007042,07,00,2,00
201800007042,07,04,2,00
201800007042,13,00,2,00
201800007042,07,00,2,00
201800007042,07,04,2,00
201800007042,07,00,2,00
201800007042,10,00,2,01
201800007043,07,00,2,02
201800007043,07,00,2,02
201800007044,07,00,2,11
201800007044,07,00,2,01
201800007045,07,03,2,01
201800007045,15,00,2,12
201800007046,15,00,2,01
201800007046,07,00,0,19
201800007047,07,13,0,13
201800007048,07,00,0,01
201800007048,07,00,0,01
201800007049,21,00,2,01
201800007049,07,15,2,01
201800007050,07,06,0,00
201800007051,07,00,2,19
201800007051,02,00,2,01
201800007052,07,06,2,01
201800007052,07,00,2,19
201800007053,07,06,0,00
201800007054,07,00,0,01
201800007054,07,00,0,20
201800007055,07,00,2,01
201800007055,10,00,2,01
201800007056,33,13,2,01
201800007056,07,00,2,15
201800007057,13,00,2,01
201800007057,13,00,2,01
201800007058,02,00,0,16
201800007059,33,00,0,17
201800007060,17,00,2,09
201800007060,33,00,2,01
201800007061,07,08,0,13
201800007062,33,00,2,01
201800007062,07,00,2,11
201800007063,07,00,1,01
201800007064,33,00,1,00
201800007065,33,00,2,03
201800007065,07,00,2,11
201800007066,07,00,2,01
201800007066,34,00,2,13
201800007067,07,00,2,19
201800007067,31,00,2,01
201800007068,07,00,0,01
201800007068,02,00,2,01
201800007069,02,00,2,00
201800007069,07,00,2,01
201800007069,07,00,2,01
201800007070,07,00,2,19
201800007070,33,00,2,01
201800007071,07,00,1,01
201800007072,07,00,2,14
201800007072,07,00,2,01
201800007073,10,00,2,04
201800007073,34,00,2,01
201800007074,07,12,0,01
201800007075,33,00,0,16
201800007076,01,00,9,01
201800007076,01,00,9,01
201800007077,32,08,0,01
201800007078,33,00,2,01
201800007078,07,00,2,13
201800007079,37,00,2,01
201800007079,07,00,2,09
201800007080,07,00,2,13
201800007080,13,00,2,01
201800007081,07,15,0,01
201800007082,02,00,0,00
201800007083,07,00,2,17
201800007083,32,00,2,17
201800007084,32,00,0,02
201800007085,07,00,0,19
201800007085,34,06,0,21
201800007086,07,08,0,13
201800007087,33,00,1,01
201800007088,33,00,2,17
201800007088,07,00,2,15
201800007089,07,00,1,01
201800007090,07,00,1,01
201800007091,07,08,0,00
201800007092,07,00,1,15
201800007093,07,00,2,09
201800007093,01,00,0,02
201800007094,07,06,0,01
201800007095,07,08,0,06
201800007096,07,00,2,15
201800007096,33,00,2,01
201800007097,07,00,2,13
201800007097,33,00,2,17
201800007098,07,00,9,15
201800007098,01,00,2,01
201800007099,07,00,1,01
201800007100,33,00,2,13
201800007100,07,00,2,01
201800007101,07,00,2,15
201800007101,33,00,2,01
201800007102,07,00,0,10
201800007102,02,00,0,01
201800007103,07,00,2,15
201800007103,02,00,2,01
201800007104,07,00,1,01
201800007105,10,00,2,19
201800007105,10,00,2,19
201800007106,02,00,2,01
201800007106,07,00,2,15
201800007107,07,00,2,15
201800007107,33,00,2,01
201800007108,02,00,2,01
201800007108,07,00,2,01
201800007109,33,00,2,01
201800007109,07,00,2,15
201800007110,07,00,2,01
201800007110,01,00,2,19
201800007111,07,00,2,01
201800007111,33,00,2,17
201800007112,31,00,1,01
201800007113,07,00,2,01
201800007113,32,00,2,01
201800007114,07,00,0,14
201800007115,07,00,2,15
201800007115,33,00,2,01
201800007116,07,00,2,15
201800007116,01,00,2,01
201800007116,01,00,2,01
201800007116,01,00,0,01
201800007117,07,00,0,05
201800007117,07,00,2,01
201800007117,07,00,0,01
201800007117,07,00,2,01
201800007118,07,00,2,01
201800007118,07,00,0,01
201800007119,33,00,2,02
201800007119,37,00,0,01
201800007120,07,00,1,01
201800007121,17,03,0,01
201800007122,07,03,0,14
201800007123,07,00,2,03
201800007123,15,00,0,01
201800007124,07,03,0,01
201800007125,07,14,0,01
201800007126,17,00,0,01
201800007126,07,00,2,01
201800007127,07,00,0,02
201800007127,07,00,2,02
201800007128,07,00,2,02
201800007128,37,00,2,02
201800007129,17,00,2,15
201800007129,07,00,2,01
201800007130,10,00,2,13
201800007130,17,00,0,01
201800007130,07,00,2,02
201800007131,07,00,2,01
201800007131,07,00,2,06
201800007132,07,00,2,01
201800007132,01,00,2,19
201800007133,07,00,2,15
201800007133,01,00,2,01
201800007134,33,00,0,02
201800007135,07,00,2,13
201800007135,07,00,2,01
201800007135,07,00,2,01
201800007135,07,00,2,02
201800007136,07,00,2,13
201800007136,10,00,2,01
201800007137,07,00,2,01
201800007137,07,00,0,01
201800007138,07,02,0,01
201800007139,07,08,0,13
201800007140,33,00,2,01
201800007140,07,00,2,15
201800007141,33,00,2,02
201800007141,07,00,2,02
201800007142,33,00,2,02
201800007142,07,00,2,02
201800007143,20,00,2,01
201800007143,07,00,2,13
201800007144,07,00,1,01
201800007145,02,03,0,14
201800007146,07,00,2,01
201800007146,07,00,2,15
201800007147,07,01,0,01
201800007147,33,00,2,23
201800007148,07,00,2,19
201800007148,10,00,2,01
201800007148,07,00,2,01
201800007149,33,03,0,01
201800007150,07,13,0,13
201800007151,10,00,1,01
201800007152,07,00,2,02
201800007152,07,00,2,02
201800007153,07,00,2,01
201800007153,07,00,2,01
201800007154,31,00,2,02
201800007154,07,00,2,01
201800007155,33,07,0,01
201800007156,01,00,2,15
201800007156,07,00,2,02
201800007157,10,00,2,02
201800007157,10,00,0,15
201800007158,33,00,2,01
201800007158,07,00,2,01
201800007159,33,07,0,01
201800007160,07,00,2,01
201800007160,07,00,2,02
201800007161,01,00,2,05
201800007161,07,00,2,16
201800007162,33,00,2,01
201800007162,07,00,2,15
201800007163,33,13,0,01
201800007163,07,13,0,01
201800007164,01,00,2,01
201800007164,07,00,2,19
201800007165,17,03,0,01
201800007166,07,00,0,02
201800007166,07,03,0,02
201800007166,07,05,0,02
201800007166,07,00,0,02
201800007167,07,00,0,01
201800007167,07,01,0,00
201800007167,07,03,0,01
201800007168,07,01,0,01
201800007168,07,03,0,02
201800007168,17,01,0,01
201800007168,07,01,0,01
201800007168,07,03,0,02
201800007169,07,03,0,01
201800007170,07,01,0,01
201800007170,17,00,0,24
201800007171,38,00,2,01
201800007171,07,00,2,17
201800007172,07,00,1,01
201800007173,30,00,2,01
201800007173,07,00,2,01
201800007174,07,00,2,15
201800007174,33,00,2,01
201800007175,07,00,2,10
201800007175,07,00,2,13
201800007176,07,00,2,23
201800007176,07,01,1,02
201800007177,15,04,2,00
201800007177,07,00,0,17
201800007178,07,00,2,01
201800007178,07,00,0,01
201800007179,07,00,0,02
201800007179,07,03,2,14
201800007180,07,03,2,00
201800007180,07,03,2,01
201800007181,07,07,0,14
201800007182,07,00,0,02
201800007182,07,00,0,02
201800007182,07,00,0,00
201800007182,07,00,0,02
201800007183,34,04,0,01
201800007184,07,00,0,09
201800007185,31,00,2,01
201800007185,07,00,2,19
201800007186,07,00,2,01
201800007186,07,00,2,19
201800007187,07,13,0,12
201800007188,07,13,0,01
201800007189,07,13,0,01
201800007190,07,03,0,01
201800007191,07,13,0,01
201800007192,07,13,0,02
201800007193,07,00,2,02
201800007193,07,00,0,02
201800007194,10,13,0,00
201800007195,07,00,0,00
201800007196,07,00,2,02
201800007196,07,00,2,23
201800007196,07,00,2,01
201800007197,10,00,2,17
201800007197,07,00,2,01
201800007198,34,00,2,01
201800007198,07,00,0,01
201800007199,10,05,2,13
201800007199,07,00,2,01
201800007199,07,00,2,01
201800007200,07,00,2,01
201800007200,20,00,2,01
201800007201,07,00,0,15
201800007201,07,00,0,01
201800007202,07,03,0,01
201800007203,07,13,0,01
201800007204,07,00,2,01
201800007204,01,00,0,01
201800007205,32,00,2,13
201800007205,03,00,2,15
201800007206,07,00,2,02
201800007206,02,00,0,02
201800007207,34,00,2,13
201800007207,07,00,2,13
201800007208,32,00,2,17
201800007208,07,00,2,23
201800007208,07,00,2,01
201800007209,07,00,2,10
201800007209,33,00,2,17
201800007210,07,00,2,00
201800007210,02,00,2,01
201800007211,17,03,0,00
201800007212,07,04,0,02
201800007213,07,03,0,11
201800007214,34,03,0,01
201800007215,07,00,0,02
201800007216,15,00,0,23
201800007216,07,01,2,01
201800007216,07,14,2,01
201800007216,07,01,2,01
201800007216,07,00,0,01
201800007217,07,04,0,11
201800007218,17,00,0,01
201800007218,07,01,0,01
201800007219,07,03,0,00
201800007220,07,13,0,01
201800007221,07,13,0,00
201800007222,10,00,1,01
201800007223,07,08,0,13
201800007224,07,06,2,01
201800007224,07,00,2,01
201800007225,07,02,0,14
201800007226,07,00,1,01
201800007227,07,00,1,01
201800007228,33,00,2,01
201800007228,07,00,2,06
201800007229,07,00,2,19
201800007229,07,00,2,00
201800007230,07,00,1,01
201800007231,07,00,2,01
201800007231,07,00,2,05
201800007232,07,00,2,01
201800007232,31,00,2,05
201800007233,30,00,2,00
201800007233,07,00,2,17
201800007234,07,01,2,00
201800007234,20,00,2,24
201800007235,33,00,2,00
201800007235,07,00,2,01
201800007236,07,00,2,05
201800007236,07,00,2,01
201800007237,07,00,0,15
201800007237,33,00,2,17
201800007238,02,15,0,01
201800007239,07,00,2,05
201800007239,07,00,2,05
201800007240,01,00,2,02
201800007240,07,00,9,02
201800007241,07,02,0,14
201800007242,10,06,2,00
201800007242,07,16,2,00
201800007243,07,13,0,19
201800007243,07,13,0,01
201800007244,07,00,0,01
201800007244,07,00,2,01
201800007245,07,13,0,02
201800007246,10,00,2,13
201800007246,07,00,2,01
201800007247,15,00,1,01
201800007248,15,00,0,15
201800007248,07,00,2,01
201800007249,33,00,2,01
201800007249,07,00,2,15
201800007250,07,00,0,01
201800007250,07,00,2,01
201800007251,33,00,2,01
201800007251,07,00,0,15
201800007252,07,00,2,15
201800007252,07,00,2,01
201800007253,07,00,0,17
201800007253,07,16,2,01
201800007253,07,00,2,01
201800007254,07,03,0,17
201800007255,07,04,0,12
201800007256,07,00,2,17
201800007256,17,00,0,02
201800007257,07,00,0,02
201800007257,07,01,0,02
201800007257,07,01,0,02
201800007258,07,00,0,01
201800007258,10,00,2,17
201800007259,07,03,0,01
201800007260,17,00,2,02
201800007260,17,00,0,02
201800007261,10,01,0,01
201800007261,15,00,0,02
201800007262,10,04,0,01
201800007263,07,01,0,02
201800007263,07,00,2,02
201800007263,07,00,2,02
201800007264,33,03,0,11
201800007265,10,00,1,15
201800007266,07,13,0,12
201800007267,37,07,0,16
201800007268,07,00,2,02
201800007268,17,00,0,02
201800007269,07,00,2,02
201800007269,07,00,2,02
201800007269,07,00,0,02
201800007269,07,00,2,02
201800007270,17,00,2,01
201800007270,07,00,2,13
201800007271,17,00,2,02
201800007271,17,00,2,02
201800007272,10,01,0,14
201800007272,17,00,0,23
201800007273,07,00,2,21
201800007273,33,00,2,17
201800007274,15,03,0,01
201800007275,17,03,2,09
201800007275,15,03,2,01
201800007276,10,00,2,22
201800007276,17,01,0,01
