Num_Acc,grav
201800016967,1
201800016968,4
201800016968,2
201800016968,4
201800016969,3
201800016969,3
201800016969,2
201800016970,4
201800016971,1
201800016971,3
201800016972,3
201800016972,1
201800016973,3
201800016973,1
201800016974,2
201800016975,3
201800016976,3
201800016977,3
201800016977,3
201800016978,3
201800016979,3
201800016979,1
201800016979,1
201800016980,1
201800016980,3
201800016981,3
201800016981,1
201800016981,3
201800016981,1
201800016982,4
201800016982,4
201800016982,4
201800016982,4
201800016982,3
201800016982,4
201800016982,3
201800016983,2
201800016984,3
201800016985,3
201800016985,3
201800016986,2
201800016987,1
201800016987,3
201800016988,3
201800016988,3
201800016988,1
201800016989,2
201800016989,3
201800016990,1
201800016990,3
201800016991,3
201800016992,1
201800016992,3
201800016993,4
201800016994,1
201800016994,3
201800016995,3
201800016996,4
201800016996,1
201800016997,1
201800016997,4
201800016997,1
201800016998,4
201800016998,4
201800016999,1
201800016999,4
201800017000,3
201800017001,3
201800017001,1
201800017002,3
201800017002,1
201800017003,1
201800017003,3
201800017003,3
201800017004,1
201800017004,2
201800017005,3
201800017005,4
201800017006,4
201800017006,1
201800017006,1
201800017007,3
201800017008,3
201800017009,4
201800017009,1
201800017010,1
201800017010,2
201800017011,3
201800017011,1
201800017012,4
201800017013,1
201800017013,3
201800017014,4
201800017015,3
201800017016,2
201800017016,4
201800017017,1
201800017017,3
201800017018,1
201800017018,4
201800017019,1
201800017019,3
201800017020,2
201800017021,3
201800017022,3
201800017023,2
201800017024,3
201800017024,1
201800017025,3
201800017025,1
201800017026,3
201800017026,3
201800017027,3
201800017027,4
201800017028,3
201800017029,4
201800017029,1
201800017029,1
201800017029,1
201800017030,3
201800017030,1
201800017031,4
201800017031,2
201800017031,3
201800017032,2
201800017032,2
201800017032,3
201800017032,3
201800017033,1
201800017033,3
201800017034,3
201800017035,4
201800017035,4
201800017036,3
201800017037,4
201800017037,1
201800017038,1
201800017038,4
201800017039,4
201800017040,4
201800017040,4
201800017041,3
201800017042,4
201800017042,4
201800017043,2
201800017044,1
201800017044,3
201800017045,1
201800017045,3
201800017046,1
201800017046,3
201800017047,3
201800017048,3
201800017049,1
201800017049,1
201800017049,3
201800017049,1
201800017049,1
201800017050,3
201800017051,1
201800017051,1
201800017051,3
201800017052,3
201800017053,1
201800017053,3
201800017054,1
201800017054,3
201800017055,1
201800017055,3
201800017055,3
201800017055,4
201800017055,4
201800017056,3
201800017057,1
201800017057,3
201800017058,1
201800017058,1
201800017058,4
201800017059,1
201800017059,3
201800017060,3
201800017060,4
201800017060,3
201800017060,3
201800017061,4
201800017061,3
201800017062,3
201800017063,3
201800017064,1
201800017064,2
201800017065,1
201800017065,3
201800017066,3
201800017067,1
201800017067,3
201800017068,2
201800017069,2
201800017070,1
201800017070,3
201800017070,1
201800017071,3
201800017072,4
201800017072,4
201800017072,1
201800017072,4
201800017073,3
201800017074,2
201800017074,3
201800017074,4
201800017075,3
201800017076,3
201800017076,1
201800017076,1
201800017077,4
201800017078,3
201800017079,3
201800017079,3
201800017079,2
201800017079,3
201800017079,3
201800017079,3
201800017079,1
201800017079,1
201800017080,3
201800017080,3
201800017081,3
201800017082,1
201800017082,3
201800017082,1
201800017083,1
201800017083,3
201800017084,1
201800017084,4
201800017085,3
201800017086,3
201800017086,1
201800017086,3
201800017087,2
201800017088,1
201800017088,1
201800017088,3
201800017088,1
201800017089,2
201800017089,1
201800017090,1
201800017090,2
201800017091,3
201800017092,3
201800017093,3
201800017094,1
201800017094,4
201800017095,3
201800017096,4
201800017097,2
201800017097,1
201800017097,1
201800017098,3
201800017098,3
201800017098,4
201800017098,4
201800017098,4
201800017099,3
201800017099,3
201800017099,4
201800017100,3
201800017101,4
201800017101,3
201800017101,1
201800017101,4
201800017101,4
201800017101,4
201800017102,3
201800017103,3
201800017104,3
201800017104,1
201800017105,4
201800017105,3
201800017106,3
201800017107,1
201800017107,3
201800017108,2
201800017109,2
201800017110,1
201800017110,3
201800017111,3
201800017112,4
201800017113,3
201800017114,1
201800017114,3
201800017114,1
201800017115,4
201800017115,3
201800017115,4
201800017116,3
201800017116,1
201800017116,4
201800017116,4
201800017117,2
201800017118,4
201800017118,3
201800017118,4
201800017119,4
201800017119,1
201800017120,3
201800017120,1
201800017120,1
201800017120,1
201800017121,2
201800017122,1
201800017122,4
201800017123,4
201800017124,1
201800017124,3
201800017124,3
201800017125,4
201800017125,4
201800017125,1
201800017125,3
201800017126,1
201800017126,3
201800017126,4
201800017126,1
201800017127,3
201800017128,3
201800017129,3
201800017129,1
201800017130,2
201800017131,1
201800017131,4
201800017132,3
201800017133,3
201800017133,1
201800017134,1
201800017134,3
201800017135,1
201800017135,4
201800017136,1
201800017136,3
201800017137,1
201800017137,4
201800017138,3
201800017138,1
201800017139,3
201800017140,4
201800017140,1
201800017140,3
201800017140,3
201800017141,1
201800017141,3
201800017142,1
201800017142,3
201800017143,3
201800017144,1
201800017144,3
201800017144,1
201800017145,4
201800017145,2
201800017146,2
201800017147,1
201800017147,1
201800017147,3
201800017148,2
201800017149,3
201800017150,3
201800017150,4
201800017150,3
201800017151,4
201800017151,3
201800017152,1
201800017152,3
201800017153,1
201800017153,4
201800017154,3
201800017154,1
201800017154,1
201800017155,4
201800017155,4
201800017155,1
201800017155,4
201800017156,3
201800017156,3
201800017157,4
201800017157,1
201800017157,1
201800017158,3
201800017158,3
201800017158,1
201800017159,3
201800017159,1
201800017160,3
201800017160,4
201800017161,3
201800017161,3
201800017162,1
201800017162,3
201800017163,1
201800017163,2
201800017164,1
201800017164,1
201800017164,3
201800017165,1
201800017165,4
201800017165,4
201800017166,3
201800017166,3
201800017167,3
201800017168,2
201800017169,3
201800017169,4
201800017169,1
201800017170,3
201800017170,4
201800017170,4
201800017170,1
201800017171,4
201800017171,1
201800017172,3
201800017173,1
201800017173,4
201800017174,2
201800017175,3
201800017176,1
201800017176,3
201800017177,4
201800017178,1
201800017178,1
201800017178,3
201800017179,4
201800017179,1
201800017180,3
201800017181,3
201800017182,4
201800017182,3
201800017183,4
201800017183,4
201800017183,4
201800017183,1
201800017184,2
201800017184,4
201800017185,1
201800017185,4
201800017185,1
201800017185,1
201800017186,1
201800017186,3
201800017187,3
201800017187,1
201800017187,1
201800017188,3
201800017189,1
201800017189,3
201800017190,2
201800017190,1
201800017191,1
201800017191,3
201800017192,4
201800017193,1
201800017193,3
201800017194,4
201800017194,1
201800017195,1
201800017195,4
201800017196,3
201800017197,1
201800017197,1
201800017197,1
201800017197,3
201800017198,1
201800017198,3
201800017199,1
201800017199,3
201800017200,4
201800017200,3
201800017200,3
201800017200,4
201800017201,1
201800017201,3
201800017202,3
201800017203,3
201800017203,1
201800017204,3
201800017204,1
201800017205,3
201800017205,3
201800017206,2
201800017207,2
201800017208,4
201800017208,4
201800017208,3
201800017209,3
201800017209,1
201800017210,2
201800017210,4
201800017210,4
201800017210,4
201800017210,4
201800017211,3
201800017212,2
201800017213,3
201800017214,4
201800017215,3
201800017216,1
201800017216,1
201800017216,3
201800017217,3
201800017217,4
201800017217,4
201800017217,4
201800017218,1
201800017218,3
201800017218,1
201800017218,1
201800017219,4
201800017220,3
201800017220,4
201800017220,4
201800017221,4
201800017222,1
201800017222,1
201800017222,3
201800017223,1
201800017223,3
201800017224,2
201800017225,1
201800017225,1
201800017225,1
201800017225,4
201800017226,3
201800017226,4
201800017226,4
201800017226,4
201800017227,3
201800017227,3
201800017227,3
201800017228,4
201800017229,4
201800017230,1
201800017230,3
201800017231,3
201800017231,3
201800017232,3
201800017232,1
201800017233,3
201800017233,4
201800017234,3
201800017234,1
201800017235,4
201800017235,1
201800017236,3
201800017236,2
201800017237,3
201800017238,1
201800017238,3
201800017239,3
201800017240,3
201800017241,4
201800017241,3
201800017241,4
201800017242,3
201800017243,2
201800017244,3
201800017245,4
201800017245,4
201800017246,3
201800017247,3
201800017248,3
201800017249,3
201800017250,4
201800017251,3
201800017252,1
201800017252,3
201800017252,3
201800017253,1
201800017253,1
201800017253,1
201800017253,4
201800017254,3
201800017255,1
201800017255,3
201800017256,4
201800017256,4
201800017256,2
201800017257,2
201800017257,2
201800017257,3
201800017257,3
201800017257,3
201800017257,3
201800017258,4
201800017258,3
201800017258,4
201800017259,3
201800017259,1
201800017259,4
201800017260,4
201800017260,1
201800017261,3
201800017262,3
201800017262,1
201800017263,1
201800017263,3
201800017264,3
201800017265,3
201800017266,1
201800017266,4
201800017267,1
201800017267,3
201800017268,4
201800017268,4
201800017268,3
201800017269,1
201800017269,3
201800017270,3
201800017270,1
201800017270,4
201800017270,1
201800017271,3
201800017272,3
201800017272,1
201800017273,3
201800017273,3
201800017274,4
201800017275,1
201800017275,3
201800017276,4
201800017276,3
201800017277,3
201800017277,1
201800017278,2
201800017279,3
201800017280,3
201800017281,3
201800017282,4
201800017282,1
201800017283,3
201800017284,4
201800017284,4
201800017285,4
201800017285,3
201800017286,3
201800017286,3
201800017287,4
201800017287,3
201800017287,1
201800017287,1
201800017287,4
201800017288,4
201800017288,1
201800017289,3
201800017290,3
201800017290,1
201800017290,1
201800017291,2
201800017291,2
201800017291,3
201800017292,3
201800017292,2
201800017292,1
201800017293,2
201800017293,1
201800017293,1
201800017294,4
201800017294,4
201800017294,4
201800017294,2
201800017295,3
201800017296,1
201800017296,3
201800017297,1
201800017297,3
201800017297,1
201800017297,4
201800017297,1
201800017298,3
201800017299,1
201800017299,3
201800017300,1
201800017300,3
201800017301,2
201800017301,1
201800017302,1
201800017302,3
201800017302,1
201800017303,3
201800017304,3
201800017305,1
201800017305,3
201800017306,1
201800017306,3
201800017307,4
201800017308,1
201800017308,1
201800017308,4
201800017308,1
201800017309,1
201800017309,4
201800017310,2
201800017311,1
201800017311,2
201800017312,1
201800017312,4
201800017313,2
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017313,1
201800017314,4
201800017314,3
201800017315,1
201800017315,2
201800017316,1
201800017316,4
201800017317,1
201800017317,4
201800017318,4
201800017319,1
201800017319,4
201800017319,1
201800017319,1
201800017319,4
201800017319,1
201800017319,1
201800017320,4
201800017321,4
201800017321,1
201800017321,4
201800017321,1
201800017322,4
201800017322,4
201800017323,1
201800017323,3
201800017324,1
201800017324,4
201800017325,4
201800017325,4
201800017325,4
201800017326,2
201800017327,3
201800017328,1
201800017328,2
201800017329,3
201800017329,4
201800017329,3
201800017329,3
201800017330,4
201800017330,4
201800017331,3
201800017331,1
201800017332,3
201800017333,1
201800017333,3
201800017333,3
201800017333,3
201800017334,4
201800017334,4
201800017334,4
201800017334,4
201800017334,4
201800017335,4
201800017335,4
201800017335,4
201800017335,4
201800017336,1
201800017336,1
201800017336,1
201800017336,1
201800017336,1
201800017336,1
201800017336,1
201800017336,4
201800017337,2
201800017338,3
201800017339,3
201800017339,3
201800017339,4
201800017340,4
201800017341,3
201800017342,3
201800017343,3
201800017344,3
201800017345,3
201800017346,1
201800017346,1
201800017346,1
201800017346,3
201800017347,4
201800017347,4
201800017348,3
201800017349,3
201800017349,1
201800017350,4
201800017350,4
201800017350,4
201800017350,4
201800017351,3
201800017352,4
201800017353,3
201800017353,1
201800017354,1
201800017354,1
201800017354,3
201800017355,1
201800017355,4
201800017356,1
201800017356,4
201800017357,4
201800017358,1
201800017358,4
201800017359,3
201800017359,1
201800017359,4
201800017359,3
201800017360,3
201800017360,4
201800017360,1
201800017361,3
201800017361,1
201800017362,2
201800017362,4
201800017362,1
201800017363,3
201800017364,4
201800017364,1
201800017364,3
201800017365,1
201800017365,3
201800017366,1
201800017366,3
201800017367,3
201800017367,3
201800017368,3
201800017369,2
201800017370,1
201800017370,2
201800017371,3
201800017371,1
201800017372,3
201800017373,3
201800017373,1
201800017374,3
201800017375,3
201800017376,4
201800017376,1
201800017377,2
201800017377,1
201800017378,3
201800017378,1
201800017379,4
201800017379,1
201800017380,4
201800017380,3
201800017381,3
201800017382,4
201800017382,4
201800017382,1
201800017383,4
201800017383,1
201800017384,4
201800017385,1
201800017385,4
201800017385,3
201800017385,1
201800017386,1
201800017386,1
201800017386,1
201800017386,1
201800017386,4
201800017386,3
201800017386,4
201800017387,1
201800017387,1
201800017387,1
201800017387,4
201800017388,1
201800017388,4
201800017389,1
201800017389,2
201800017390,1
201800017390,4
201800017390,4
201800017391,4
201800017391,4
201800017391,1
201800017392,4
201800017392,1
201800017393,2
201800017393,1
201800017394,3
201800017395,4
201800017396,4
201800017396,1
201800017397,1
201800017397,3
201800017398,4
201800017399,4
201800017399,3
201800017399,4
201800017400,3
201800017401,1
201800017401,3
201800017401,4
201800017402,1
201800017402,4
201800017403,3
201800017404,1
201800017404,4
201800017405,4
201800017405,4
201800017406,1
201800017406,3
201800017407,3
201800017408,4
201800017408,4
201800017409,3
201800017409,1
201800017409,1
201800017410,3
201800017410,1
201800017411,3
201800017412,4
201800017412,1
201800017412,1
201800017412,1
201800017413,1
201800017413,3
201800017413,1
201800017413,1
201800017413,1
201800017414,3
201800017415,1
201800017415,4
201800017415,4
201800017415,4
201800017415,1
201800017416,4
201800017416,4
201800017417,1
201800017417,3
201800017418,1
201800017418,3
201800017419,1
201800017419,4
201800017420,3
201800017421,1
201800017421,4
201800017422,1
201800017422,4
201800017423,1
201800017423,3
201800017424,3
201800017424,1
201800017425,1
201800017425,1
201800017425,4
201800017426,1
201800017426,4
201800017426,4
201800017426,1
201800017426,3
201800017427,1
201800017427,3
201800017428,3
201800017429,1
201800017429,1
201800017429,3
201800017430,4
201800017430,1
201800017430,1
201800017431,1
201800017431,4
201800017432,1
201800017432,3
201800017433,4
201800017434,1
201800017434,4
201800017435,1
201800017435,4
201800017436,1
201800017436,3
201800017436,4
201800017437,4
201800017438,1
201800017438,3
201800017439,3
201800017440,4
201800017440,4
201800017441,3
201800017441,1
201800017442,4
201800017443,1
201800017443,3
201800017444,1
201800017444,4
201800017444,1
201800017445,4
201800017445,1
201800017446,1
201800017446,3
201800017447,2
201800017448,4
201800017449,2
201800017449,1
201800017450,1
201800017450,3
201800017451,1
201800017451,1
201800017451,4
201800017452,1
201800017452,3
201800017453,2
201800017454,1
201800017454,4
201800017455,4
201800017455,4
201800017456,2
201800017457,4
201800017458,4
201800017459,1
201800017459,4
201800017460,3
201800017460,2
201800017461,1
201800017461,1
201800017461,4
201800017462,3
201800017463,3
201800017463,3
201800017463,4
201800017464,4
201800017464,1
201800017464,1
201800017464,4
201800017464,1
201800017464,1
201800017464,1
201800017465,3
201800017465,3
201800017465,3
201800017465,3
201800017466,1
201800017466,1
201800017466,4
201800017467,3
201800017468,2
201800017468,1
201800017469,4
201800017469,3
201800017469,4
201800017470,4
201800017470,3
201800017471,1
201800017471,4
201800017472,3
201800017473,3
201800017474,1
201800017474,4
201800017475,3
201800017476,3
201800017476,3
201800017477,1
201800017477,4
201800017478,3
201800017479,4
201800017479,4
201800017479,1
201800017480,3
201800017481,4
201800017481,4
201800017481,1
201800017482,3
201800017483,4
201800017483,3
201800017484,3
201800017484,4
201800017485,1
201800017485,1
201800017485,4
201800017486,1
201800017486,3
201800017487,3
201800017488,3
201800017489,3
201800017490,3
201800017490,1
201800017491,3
201800017491,1
201800017492,1
201800017492,3
201800017492,1
201800017492,1
201800017492,1
201800017492,4
201800017492,1
201800017493,3
201800017493,4
201800017494,4
201800017495,3
201800017495,1
201800017496,4
201800017496,4
201800017497,1
201800017497,3
201800017498,1
201800017498,1
201800017498,1
201800017498,3
201800017499,2
201800017499,3
201800017499,4
201800017500,3
201800017500,3
201800017501,1
201800017501,3
201800017502,2
201800017503,3
201800017504,1
201800017504,3
201800017505,3
201800017505,4
201800017506,2
201800017506,4
201800017507,1
201800017507,2
201800017508,3
201800017509,4
201800017509,3
201800017510,3
201800017511,4
201800017511,4
201800017512,3
201800017512,3
201800017513,3
201800017513,2
201800017514,3
201800017515,4
201800017516,4
201800017517,3
201800017517,1
201800017517,1
201800017518,1
201800017518,4
201800017519,2
201800017519,4
201800017519,4
201800017520,3
201800017520,1
201800017520,1
201800017520,1
201800017520,1
201800017521,3
201800017521,1
201800017522,4
201800017523,1
201800017523,2
201800017524,4
201800017525,3
201800017526,1
201800017526,4
201800017526,1
201800017526,4
201800017527,1
201800017527,3
201800017528,4
201800017529,3
201800017530,3
201800017531,4
201800017531,3
201800017532,1
201800017532,4
201800017533,1
201800017533,3
201800017534,3
201800017534,1
201800017535,3
201800017536,3
201800017536,1
201800017537,4
201800017537,1
201800017538,3
201800017538,3
201800017539,1
201800017539,1
201800017539,1
201800017539,3
201800017540,1
201800017540,3
201800017541,1
201800017541,1
201800017541,3
201800017542,4
201800017543,3
201800017544,1
201800017544,2
201800017545,1
201800017545,1
201800017545,4
201800017545,4
201800017546,4
201800017546,1
201800017546,1
201800017547,3
201800017548,3
201800017548,3
201800017549,2
201800017550,3
201800017550,3
201800017551,1
201800017551,4
201800017552,3
201800017552,1
201800017553,3
201800017553,1
201800017553,1
201800017553,1
201800017554,3
201800017555,4
201800017555,3
201800017556,4
201800017556,3
201800017556,4
201800017557,3
201800017557,1
201800017557,3
201800017557,3
201800017558,3
201800017558,1
201800017559,3
201800017560,3
201800017561,3
201800017562,3
201800017562,1
201800017562,1
201800017563,3
201800017563,1
201800017564,3
201800017565,4
201800017565,1
201800017566,3
201800017566,3
201800017567,1
201800017567,3
201800017568,3
201800017568,4
201800017568,4
201800017569,3
201800017569,4
201800017570,3
201800017570,2
201800017571,3
201800017572,3
201800017573,3
201800017573,2
201800017573,2
201800017574,1
201800017574,2
201800017575,1
201800017575,3
201800017576,3
201800017576,3
201800017576,1
201800017576,1
201800017577,3
201800017577,1
201800017578,3
201800017578,1
201800017579,3
201800017580,2
201800017581,3
201800017581,2
201800017581,3
201800017582,3
201800017583,3
201800017584,2
201800017585,3
201800017586,2
201800017586,1
201800017587,3
201800017588,4
201800017588,1
201800017588,3
201800017589,1
201800017589,2
201800017590,3
201800017590,1
201800017591,3
201800017592,3
201800017592,1
201800017593,3
201800017593,4
201800017594,4
201800017594,3
201800017594,2
201800017595,1
201800017595,3
201800017596,3
201800017596,1
201800017597,3
201800017598,4
201800017598,4
201800017599,2
201800017600,1
201800017600,3
201800017601,1
201800017601,1
201800017601,3
201800017602,3
201800017603,1
201800017603,3
201800017604,1
201800017604,3
201800017604,3
201800017605,3
201800017606,3
201800017606,1
201800017606,1
201800017607,3
201800017607,3
201800017608,2
201800017609,3
201800017609,1
201800017610,1
201800017610,3
201800017611,4
201800017611,4
201800017611,3
201800017611,1
201800017611,1
201800017611,1
201800017612,1
201800017612,3
201800017613,1
201800017613,3
201800017614,1
201800017614,1
201800017614,1
201800017614,1
201800017614,3
201800017615,1
201800017615,2
201800017616,3
201800017616,1
201800017617,3
201800017617,1
201800017618,1
201800017618,3
201800017618,1
201800017619,3
201800017619,4
201800017619,4
201800017620,4
201800017621,1
201800017621,3
201800017622,1
201800017622,2
201800017622,1
201800017622,4
201800017622,1
201800017623,1
201800017623,1
201800017623,3
201800017624,3
201800017625,1
201800017625,3
201800017626,4
201800017626,2
201800017627,1
201800017627,3
201800017628,3
201800017629,1
201800017629,3
201800017630,3
201800017631,3
201800017632,1
201800017632,1
201800017632,3
201800017633,1
201800017633,3
201800017634,3
201800017635,4
201800017635,4
201800017636,1
201800017636,4
201800017636,3
201800017636,3
201800017637,1
201800017637,1
201800017637,3
201800017638,1
201800017638,4
201800017639,1
201800017639,3
201800017639,1
201800017639,1
201800017639,3
201800017640,3
201800017640,1
201800017640,1
201800017640,1
201800017640,3
201800017641,1
201800017641,3
201800017642,1
201800017642,3
201800017643,2
201800017643,4
201800017643,4
201800017643,4
201800017643,4
201800017644,4
201800017644,3
201800017644,3
201800017645,2
201800017645,2
201800017645,1
201800017646,3
201800017646,3
201800017647,3
201800017647,3
201800017648,1
201800017648,1
201800017648,3
201800017648,1
201800017648,1
201800017649,1
201800017649,3
201800017649,1
201800017649,4
201800017649,1
201800017650,3
201800017650,4
201800017651,1
201800017651,2
201800017652,4
201800017653,1
201800017653,1
201800017653,3
201800017653,1
201800017653,1
201800017653,1
201800017653,1
201800017654,1
201800017654,1
201800017654,4
201800017654,4
201800017654,3
201800017654,1
201800017654,1
201800017655,3
201800017655,1
201800017655,1
201800017656,1
201800017656,3
201800017657,1
201800017657,3
201800017658,1
201800017658,4
201800017659,4
201800017659,3
201800017660,3
201800017660,2
201800017661,3
201800017661,3
201800017661,4
201800017662,4
201800017662,4
201800017662,3
201800017662,4
201800017663,4
201800017663,4
201800017663,1
201800017664,1
201800017664,1
201800017664,2
201800017665,1
201800017665,4
201800017665,4
201800017666,1
201800017666,3
201800017666,3
201800017666,3
201800017667,3
201800017668,1
201800017668,1
201800017668,3
201800017669,1
201800017669,3
201800017670,3
201800017671,3
201800017671,3
201800017671,4
201800017672,3
201800017673,1
201800017673,3
201800017674,1
201800017674,3
201800017674,1
201800017675,4
201800017675,3
201800017676,4
201800017677,3
201800017678,2
201800017678,2
201800017678,3
201800017679,1
201800017679,3
201800017680,4
201800017680,1
201800017680,1
201800017680,4
201800017680,4
201800017680,4
201800017680,4
201800017680,4
201800017680,4
201800017680,4
201800017680,4
201800017680,4
201800017680,3
201800017680,4
201800017680,4
201800017680,4
201800017680,4
201800017680,4
201800017680,4
201800017680,4
201800017680,4
201800017680,4
201800017680,1
201800017680,1
201800017680,1
201800017680,1
201800017680,1
201800017680,1
201800017680,1
201800017680,1
201800017680,4
201800017680,1
201800017680,1
201800017680,1
201800017680,1
201800017680,1
201800017680,1
201800017680,4
201800017680,4
201800017680,1
201800017680,1
201800017680,1
201800017680,1
201800017680,1
201800017680,1
201800017680,1
201800017680,1
201800017680,1
201800017680,4
201800017680,1
201800017680,4
201800017681,3
201800017681,3
201800017682,1
201800017682,1
201800017682,3
201800017683,4
201800017683,3
201800017684,3
201800017685,1
201800017685,3
201800017686,4
201800017686,1
201800017686,3
201800017687,2
201800017687,4
201800017687,4
201800017688,3
201800017688,4
201800017689,1
201800017689,3
201800017690,2
201800017691,3
201800017691,4
201800017692,1
201800017692,4
201800017692,3
201800017693,3
201800017693,3
201800017694,3
201800017695,3
201800017696,4
201800017696,3
201800017696,4
201800017696,4
201800017697,4
201800017697,3
201800017698,4
201800017699,2
201800017700,3
201800017701,3
201800017702,1
201800017702,1
201800017702,4
201800017703,3
201800017704,1
201800017704,1
201800017704,1
201800017704,4
201800017705,1
201800017705,1
201800017705,3
201800017705,1
201800017706,4
201800017706,1
201800017706,1
201800017706,3
201800017707,4
201800017707,1
201800017708,1
201800017708,4
201800017709,1
201800017709,3
201800017709,1
201800017709,1
201800017709,1
201800017710,3
201800017711,3
201800017711,1
201800017712,3
201800017712,2
201800017712,3
201800017712,3
201800017712,2
201800017713,1
201800017713,4
201800017713,4
201800017714,3
201800017714,3
201800017714,1
201800017714,1
201800017714,1
201800017715,3
201800017715,3
201800017715,1
201800017715,3
201800017716,3
201800017717,3
201800017717,4
201800017717,1
201800017717,4
201800017718,3
201800017718,1
201800017719,4
201800017719,4
201800017719,1
201800017719,3
201800017720,2
201800017721,1
201800017721,3
201800017721,1
201800017721,1
201800017721,1
201800017722,3
201800017722,3
201800017722,2
201800017723,1
201800017723,4
201800017724,1
201800017724,3
201800017725,3
201800017726,4
201800017726,4
201800017727,1
201800017727,2
201800017728,3
201800017729,3
201800017730,3
201800017731,4
201800017731,3
201800017732,3
201800017733,4
201800017734,1
201800017734,3
201800017734,1
201800017735,2
201800017736,4
201800017736,1
201800017737,1
201800017737,3
201800017738,3
201800017738,1
201800017739,1
201800017739,3
201800017740,3
201800017741,2
201800017742,3
201800017743,3
201800017743,1
201800017743,1
201800017744,3
201800017744,1
201800017745,3
201800017745,3
201800017746,3
201800017746,3
201800017746,3
201800017746,1
201800017747,3
201800017748,4
201800017748,1
201800017748,1
201800017748,1
201800017749,2
201800017750,4
201800017750,4
201800017750,4
201800017750,4
201800017750,4
201800017751,4
201800017751,3
201800017752,1
201800017752,3
201800017753,1
201800017753,4
201800017753,1
201800017753,3
201800017753,1
201800017754,4
201800017754,4
201800017754,4
201800017754,4
201800017755,1
201800017755,4
201800017756,3
201800017756,1
201800017757,3
201800017757,4
201800017757,4
201800017757,4
201800017758,3
201800017759,1
201800017759,3
201800017760,3
201800017760,4
201800017761,4
201800017761,1
201800017762,4
201800017762,4
201800017762,1
201800017763,1
201800017763,3
201800017764,3
201800017765,1
201800017765,4
201800017766,1
201800017766,4
201800017767,1
201800017767,4
201800017768,1
201800017768,3
201800017768,3
201800017769,1
201800017769,3
201800017770,1
201800017770,3
201800017771,1
201800017771,3
201800017772,1
201800017772,4
201800017773,1
201800017773,4
201800017774,1
201800017774,4
201800017775,4
201800017775,1
201800017776,1
201800017776,4
201800017777,4
201800017778,1
201800017778,1
201800017778,4
201800017779,3
201800017779,4
201800017779,1
201800017780,1
201800017780,4
201800017780,3
201800017781,3
201800017781,1
201800017782,4
201800017783,4
201800017783,2
201800017783,1
201800017784,3
201800017784,1
201800017785,4
201800017785,1
201800017785,4
201800017786,4
201800017786,4
201800017786,4
201800017787,4
201800017787,1
201800017788,3
201800017788,1
201800017788,1
201800017788,3
201800017788,2
201800017788,4
201800017789,3
201800017790,4
201800017790,1
201800017791,4
201800017791,1
201800017791,1
201800017792,1
201800017792,3
201800017793,2
201800017794,1
201800017794,4
201800017795,4
201800017795,1
201800017796,4
201800017796,4
201800017796,4
201800017797,4
201800017797,1
201800017797,1
201800017797,4
201800017798,2
201800017798,1
201800017799,1
201800017799,1
201800017799,3
201800017800,4
201800017800,3
201800017801,3
201800017802,4
201800017802,4
201800017803,1
201800017803,1
201800017803,1
201800017803,1
201800017803,2
201800017803,4
201800017803,4
201800017803,2
201800017803,4
201800017803,1
201800017804,1
201800017804,4
201800017804,3
201800017805,3
201800017805,1
201800017806,1
201800017806,3
201800017807,3
201800017807,1
201800017808,1
201800017808,4
201800017808,3
201800017809,3
201800017810,1
201800017810,3
201800017811,3
201800017811,1
201800017812,1
201800017812,2
201800017812,1
201800017813,1
201800017813,3
201800017814,1
201800017814,4
201800017814,3
201800017815,3
201800017815,3
201800017816,1
201800017816,3
201800017817,3
201800017818,2
201800017818,1
201800017819,4
201800017819,1
201800017820,1
201800017820,3
201800017821,1
201800017821,3
201800017822,3
201800017822,3
201800017822,4
201800017823,3
201800017824,3
201800017825,1
201800017825,1
201800017825,3
201800017825,1
201800017825,1
201800017826,3
201800017826,3
201800017827,2
201800017828,1
201800017828,3
201800017829,3
201800017830,3
201800017831,4
201800017831,3
201800017831,1
201800017832,1
201800017832,3
201800017832,1
201800017833,3
201800017833,1
201800017834,3
201800017835,3
201800017836,3
201800017837,3
201800017838,3
201800017838,1
201800017839,3
201800017839,4
201800017839,4
201800017840,4
201800017840,3
201800017840,4
201800017840,1
201800017840,1
201800017841,3
201800017842,3
201800017842,1
201800017842,1
201800017843,3
201800017843,1
201800017844,3
201800017844,1
201800017845,4
201800017845,1
201800017846,4
201800017846,3
201800017847,3
201800017847,1
201800017848,3
201800017849,2
201800017850,3
201800017851,1
201800017851,4
201800017851,4
201800017852,3
201800017853,3
201800017854,1
201800017854,4
201800017855,2
201800017856,3
201800017857,4
201800017857,1
201800017858,2
201800017858,1
201800017859,1
201800017859,4
201800017860,1
201800017860,3
201800017860,3
201800017861,3
201800017861,1
201800017862,2
201800017862,2
201800017863,1
201800017863,4
201800017863,1
201800017864,3
201800017864,3
201800017865,3
201800017866,3
201800017867,1
201800017867,1
201800017867,4
201800017867,3
201800017868,3
201800017868,1
201800017868,4
201800017869,1
201800017869,3
201800017870,3
201800017870,1
