Num_Acc,grav
201800000400,3
201800000401,3
201800000401,1
201800000402,3
201800000403,2
201800000403,1
201800000404,3
201800000404,1
201800000405,1
201800000405,3
201800000406,3
201800000407,1
201800000407,4
201800000408,3
201800000409,1
201800000409,4
201800000409,1
201800000410,4
201800000410,3
201800000411,1
201800000411,3
201800000412,1
201800000412,3
201800000413,3
201800000414,3
201800000414,1
201800000415,4
201800000415,1
201800000416,1
201800000416,1
201800000416,3
201800000417,4
201800000417,1
201800000417,1
201800000418,4
201800000418,3
201800000419,3
201800000420,3
201800000421,4
201800000422,4
201800000422,1
201800000423,1
201800000423,4
201800000424,1
201800000424,3
201800000425,2
201800000426,3
201800000426,1
201800000427,1
201800000427,4
201800000427,4
201800000427,4
201800000428,1
201800000428,4
201800000429,3
201800000430,1
201800000430,3
201800000431,4
201800000431,4
201800000431,1
201800000431,4
201800000431,4
201800000431,4
201800000432,1
201800000432,4
201800000432,1
201800000433,1
201800000433,1
201800000433,4
201800000434,4
201800000435,1
201800000435,1
201800000435,3
201800000436,1
201800000436,3
201800000437,1
201800000437,1
201800000437,4
201800000438,1
201800000438,4
201800000439,3
201800000440,1
201800000440,4
201800000441,1
201800000441,4
201800000442,1
201800000442,3
201800000443,2
201800000443,1
201800000443,1
201800000444,2
201800000445,3
201800000445,4
201800000446,1
201800000446,1
201800000446,4
201800000446,4
201800000446,1
201800000446,1
201800000447,1
201800000447,4
201800000448,3
201800000449,1
201800000449,4
201800000449,4
201800000450,1
201800000450,3
201800000451,3
201800000452,4
201800000452,3
201800000452,1
201800000452,4
201800000453,2
201800000453,1
201800000454,4
201800000454,3
201800000454,1
201800000455,1
201800000455,3
201800000456,1
201800000456,4
201800000457,4
201800000457,1
201800000458,3
201800000458,1
201800000458,1
201800000459,2
201800000459,4
201800000460,1
201800000460,4
201800000461,4
201800000462,1
201800000462,4
201800000463,4
201800000463,3
201800000463,4
201800000464,3
201800000464,4
201800000465,4
201800000465,4
201800000466,3
201800000466,1
201800000467,1
201800000467,3
201800000468,1
201800000468,3
201800000469,1
201800000469,3
201800000470,4
201800000470,4
201800000471,3
201800000472,1
201800000472,4
201800000472,4
201800000473,4
201800000473,3
201800000474,4
201800000474,4
201800000474,4
201800000474,4
201800000474,3
201800000475,4
201800000476,3
201800000477,3
201800000478,3
201800000478,1
201800000478,1
201800000478,4
201800000479,1
201800000479,3
201800000480,1
201800000480,1
201800000480,1
201800000480,1
201800000480,4
201800000481,3
201800000481,3
201800000482,4
201800000482,1
201800000483,4
201800000483,1
201800000484,3
201800000485,2
201800000486,1
201800000486,4
201800000487,1
201800000487,4
201800000488,4
201800000488,1
201800000489,3
201800000489,3
201800000490,4
201800000490,2
201800000491,1
201800000491,4
201800000491,4
201800000492,1
201800000492,4
201800000493,4
201800000493,1
201800000494,3
201800000494,1
201800000495,2
201800000495,1
201800000496,2
201800000496,3
201800000497,3
201800000497,1
201800000498,2
201800000498,1
201800000499,2
201800000499,1
201800000500,4
201800000500,3
201800000500,1
201800000500,1
201800000501,4
201800000501,1
201800000502,3
201800000502,3
201800000502,3
201800000503,3
201800000504,1
201800000504,1
201800000504,4
201800000505,3
201800000506,2
201800000507,1
201800000507,3
201800000508,3
201800000508,1
201800000508,1
201800000509,4
201800000509,3
201800000510,3
201800000510,4
201800000510,1
201800000510,1
201800000511,1
201800000511,3
201800000511,1
201800000511,1
201800000512,1
201800000512,3
201800000513,1
201800000513,2
201800000514,1
201800000514,3
201800000515,3
201800000516,3
201800000516,1
201800000516,1
201800000517,2
201800000517,2
201800000518,1
201800000518,2
201800000519,2
201800000520,4
201800000521,3
201800000521,1
201800000521,1
201800000522,1
201800000522,3
201800000523,3
201800000523,4
201800000524,1
201800000524,3
201800000525,1
201800000525,3
201800000526,1
201800000526,3
201800000527,3
201800000527,1
201800000528,1
201800000528,1
201800000528,1
201800000528,4
201800000529,3
201800000529,4
201800000530,3
201800000531,3
201800000531,3
201800000531,1
201800000532,3
201800000532,1
201800000533,3
201800000533,1
201800000534,4
201800000534,4
201800000534,2
201800000535,2
201800000536,1
201800000536,1
201800000536,4
201800000537,3
201800000537,3
201800000538,4
201800000538,4
201800000539,1
201800000539,3
201800000540,3
201800000540,1
201800000541,1
201800000541,4
201800000541,4
201800000541,4
201800000541,4
201800000541,1
201800000541,1
201800000541,1
201800000541,4
201800000542,4
201800000542,1
201800000543,1
201800000543,3
201800000543,4
201800000544,3
201800000544,1
201800000545,3
201800000546,4
201800000546,4
201800000547,1
201800000547,1
201800000547,3
201800000548,3
201800000548,4
201800000548,4
201800000549,3
201800000550,3
201800000551,1
201800000551,3
201800000552,1
201800000552,3
201800000553,3
201800000553,4
201800000554,3
201800000554,1
201800000555,1
201800000555,4
201800000556,1
201800000556,1
201800000556,3
201800000557,1
201800000557,1
201800000557,4
201800000558,1
201800000558,1
201800000558,4
201800000559,3
201800000559,3
201800000559,3
201800000559,3
201800000559,3
201800000560,1
201800000560,3
201800000561,2
201800000561,1
201800000562,3
201800000563,2
201800000564,2
201800000564,1
201800000564,3
201800000564,3
201800000564,3
201800000565,1
201800000565,3
201800000566,3
201800000566,1
201800000567,1
201800000567,4
201800000567,1
201800000568,2
201800000569,1
201800000569,3
201800000570,3
201800000571,4
201800000571,3
201800000571,4
201800000572,4
201800000573,1
201800000573,3
201800000574,4
201800000574,1
201800000574,4
201800000575,1
201800000575,1
201800000575,1
201800000575,3
201800000576,3
201800000577,3
201800000578,3
201800000578,3
201800000579,3
201800000579,4
201800000580,3
201800000581,1
201800000581,4
201800000581,3
201800000582,1
201800000582,1
201800000582,3
201800000583,3
201800000583,1
201800000583,1
201800000584,3
201800000585,4
201800000586,2
201800000586,3
201800000586,1
201800000586,1
201800000587,2
201800000588,3
201800000589,2
201800000589,4
201800000590,2
201800000590,4
201800000590,4
201800000591,3
201800000591,1
201800000591,1
201800000592,1
201800000592,4
201800000592,1
201800000593,1
201800000593,4
201800000594,1
201800000594,3
201800000595,3
201800000596,1
201800000596,4
201800000597,3
201800000597,1
201800000598,1
201800000598,2
201800000599,3
201800000600,1
201800000600,3
201800000601,3
201800000602,2
201800000603,1
201800000603,2
201800000604,3
201800000605,3
201800000605,3
201800000606,1
201800000606,4
201800000607,1
201800000607,4
201800000607,3
201800000608,3
201800000608,4
201800000609,3
201800000610,3
201800000610,4
201800000610,1
201800000610,4
201800000610,4
201800000611,4
201800000611,1
201800000612,3
201800000612,1
201800000613,1
201800000613,4
201800000613,3
201800000614,3
201800000614,4
201800000615,2
201800000615,1
201800000616,3
201800000617,3
201800000617,1
201800000618,3
201800000618,1
201800000619,3
201800000619,1
201800000620,1
201800000620,3
201800000621,3
201800000622,1
201800000622,3
201800000622,3
201800000623,1
201800000623,4
201800000624,3
201800000624,3
201800000625,1
201800000625,4
201800000626,1
201800000626,4
201800000626,3
201800000627,4
201800000627,1
201800000628,4
201800000628,3
201800000629,1
201800000629,2
201800000630,3
201800000630,1
201800000631,1
201800000631,4
201800000632,1
201800000632,2
201800000633,3
201800000634,3
201800000634,4
201800000634,4
201800000634,1
201800000634,4
201800000635,3
201800000636,1
201800000636,3
201800000637,1
201800000637,3
201800000638,1
201800000638,3
201800000639,1
201800000639,3
201800000640,1
201800000640,3
201800000640,1
201800000641,3
201800000641,1
201800000642,1
201800000642,3
201800000643,3
201800000644,1
201800000644,4
201800000644,1
201800000645,4
201800000645,2
201800000646,3
201800000647,2
201800000647,3
201800000647,3
201800000647,1
201800000648,1
201800000648,4
201800000649,1
201800000649,3
201800000650,3
201800000650,3
201800000650,3
201800000651,1
201800000651,1
201800000651,4
201800000652,1
201800000652,2
201800000652,3
201800000652,3
201800000652,2
201800000652,4
201800000652,4
201800000652,4
201800000652,4
201800000652,1
201800000653,1
201800000653,4
201800000653,3
201800000653,1
201800000654,4
201800000654,3
201800000654,4
201800000654,4
201800000654,1
201800000654,4
201800000655,1
201800000655,4
201800000656,1
201800000656,3
201800000657,3
201800000658,1
201800000658,3
201800000658,1
201800000659,3
201800000659,1
201800000660,1
201800000660,2
201800000661,2
201800000661,1
201800000662,4
201800000662,1
201800000663,3
201800000664,1
201800000664,3
201800000665,1
201800000665,3
201800000666,1
201800000666,2
201800000667,3
201800000667,1
201800000668,1
201800000668,4
201800000668,2
201800000668,2
201800000668,2
201800000668,4
201800000669,3
201800000669,1
201800000670,4
201800000670,3
201800000670,1
201800000670,4
201800000671,1
201800000671,4
201800000671,1
201800000672,3
201800000672,4
201800000672,1
201800000672,1
201800000672,1
201800000673,1
201800000673,1
201800000673,3
201800000674,4
201800000674,1
201800000675,3
201800000675,3
201800000675,3
201800000676,3
201800000676,4
201800000676,4
201800000677,1
201800000677,4
201800000677,4
201800000677,1
201800000677,1
201800000678,4
201800000678,2
201800000678,1
201800000678,1
201800000679,3
201800000680,4
201800000680,4
201800000680,1
201800000680,1
201800000681,4
201800000681,4
201800000681,3
201800000681,3
201800000682,1
201800000682,3
201800000683,1
201800000683,4
201800000684,3
201800000684,1
201800000685,1
201800000685,4
201800000686,1
201800000686,3
201800000687,4
201800000687,3
201800000688,3
201800000689,3
201800000690,4
201800000690,1
201800000691,1
201800000691,3
201800000692,2
201800000693,1
201800000693,3
201800000693,1
201800000694,4
201800000695,1
201800000695,4
201800000696,1
201800000696,4
201800000697,3
201800000698,2
201800000699,4
201800000699,4
201800000699,4
201800000700,3
201800000700,1
201800000701,2
201800000701,1
201800000701,1
201800000702,3
201800000703,3
201800000704,1
201800000704,4
201800000705,1
201800000705,3
201800000706,4
201800000707,1
201800000707,3
201800000708,4
201800000709,1
201800000709,4
201800000710,3
201800000710,1
201800000711,3
201800000712,4
201800000712,4
201800000713,3
201800000714,3
201800000714,4
201800000714,3
201800000715,1
201800000715,4
201800000716,4
201800000717,1
201800000717,3
201800000718,1
201800000718,3
201800000719,3
201800000720,4
201800000720,4
201800000721,3
201800000721,1
201800000722,3
201800000722,1
201800000723,1
201800000723,3
201800000724,3
201800000725,1
201800000725,1
201800000725,3
201800000726,4
201800000727,3
201800000727,2
201800000728,1
201800000728,3
201800000729,3
201800000729,1
201800000730,3
201800000731,1
201800000731,2
201800000732,3
201800000733,4
201800000733,1
201800000734,3
201800000735,1
201800000735,1
201800000735,3
201800000736,4
201800000736,1
201800000737,1
201800000737,3
201800000738,1
201800000738,4
201800000739,1
201800000739,4
201800000740,1
201800000740,4
201800000741,1
201800000741,4
201800000742,4
201800000742,1
201800000742,4
201800000742,4
201800000743,1
201800000743,4
201800000744,4
201800000744,1
201800000745,1
201800000745,4
201800000746,4
201800000746,3
201800000747,1
201800000747,4
201800000748,1
201800000748,3
201800000749,3
201800000749,1
201800000750,4
201800000750,3
201800000751,4
201800000751,1
201800000752,1
201800000752,4
201800000753,4
201800000753,1
201800000753,3
201800000753,3
201800000753,3
201800000753,3
201800000754,4
201800000755,3
201800000755,1
201800000755,1
201800000755,1
201800000756,1
201800000756,4
201800000757,1
201800000757,3
201800000758,3
201800000759,3
201800000760,1
201800000760,1
201800000760,1
201800000760,3
201800000761,4
201800000762,3
201800000763,3
201800000764,1
201800000764,3
201800000765,3
201800000765,1
201800000765,1
201800000766,4
201800000766,1
201800000767,4
201800000768,3
201800000768,1
201800000768,1
201800000768,1
201800000768,1
201800000768,1
201800000768,1
201800000768,1
201800000768,1
201800000768,1
201800000768,1
201800000768,1
201800000768,1
201800000768,1
201800000768,1
201800000768,1
201800000768,1
201800000769,3
201800000769,4
201800000770,4
201800000770,1
201800000771,1
201800000771,4
201800000772,2
201800000772,3
201800000772,3
201800000773,1
201800000773,1
201800000773,4
201800000774,3
201800000774,3
201800000775,4
201800000776,4
201800000777,3
201800000778,4
201800000778,3
201800000778,1
201800000779,3
201800000779,1
201800000779,3
201800000779,1
201800000779,1
201800000780,4
201800000780,1
201800000781,2
201800000782,4
201800000783,2
201800000784,2
201800000785,1
201800000785,3
201800000786,1
201800000786,1
201800000786,4
201800000787,3
201800000787,4
201800000787,3
201800000787,4
201800000788,1
201800000788,4
201800000788,1
201800000789,3
201800000790,4
201800000791,1
201800000791,4
201800000792,1
201800000792,3
201800000793,1
201800000793,3
201800000794,1
201800000794,3
201800000795,3
201800000796,3
201800000796,1
201800000796,1
201800000796,1
201800000796,1
201800000797,4
201800000797,1
201800000798,1
201800000798,1
201800000798,1
201800000798,1
201800000798,1
201800000798,3
201800000798,4
201800000798,1
201800000798,1
201800000799,1
201800000799,3
201800000800,3
201800000800,1
201800000801,2
201800000801,1
201800000801,1
201800000801,1
201800000802,1
201800000802,4
201800000803,1
201800000803,4
201800000804,3
201800000805,1
201800000805,3
201800000806,3
201800000807,3
201800000808,3
201800000809,2
201800000810,1
201800000810,3
201800000811,4
201800000811,4
201800000811,4
201800000812,4
201800000812,1
201800000813,4
201800000813,1
201800000813,1
201800000814,1
201800000814,1
201800000814,4
201800000815,4
201800000815,1
201800000815,4
201800000816,1
201800000816,3
201800000817,1
201800000817,3
201800000818,1
201800000818,3
201800000819,1
201800000819,1
201800000819,3
201800000819,1
201800000820,3
201800000820,3
201800000820,3
201800000820,3
201800000820,4
201800000820,4
201800000821,1
201800000821,3
201800000822,1
201800000822,3
201800000823,3
201800000823,1
201800000824,4
201800000824,4
201800000825,3
201800000825,4
201800000825,4
201800000826,1
201800000826,4
201800000827,1
201800000827,3
201800000828,1
201800000828,3
201800000829,4
201800000829,1
201800000830,4
201800000830,3
201800000830,3
201800000831,3
201800000831,1
201800000831,1
201800000832,4
201800000832,4
201800000832,4
201800000833,3
201800000834,1
201800000834,3
201800000835,3
201800000835,4
201800000835,4
201800000835,4
201800000835,3
201800000836,3
201800000836,4
201800000837,4
201800000837,4
201800000838,4
201800000838,1
201800000839,1
201800000839,3
201800000840,4
201800000840,1
201800000841,1
201800000841,2
201800000841,1
201800000841,1
201800000842,1
201800000842,3
201800000843,3
201800000843,1
201800000844,1
201800000844,3
201800000845,4
201800000845,1
201800000846,1
201800000846,1
201800000846,4
201800000846,4
201800000846,3
201800000846,4
201800000846,1
201800000846,1
201800000847,1
201800000847,4
201800000848,1
201800000848,3
201800000849,1
201800000849,1
201800000849,4
201800000850,1
201800000850,3
201800000851,1
201800000851,1
201800000851,4
201800000851,4
201800000852,1
201800000852,4
201800000853,1
201800000853,3
201800000854,4
201800000854,4
201800000854,3
201800000854,3
201800000854,4
201800000855,1
201800000855,4
201800000856,2
201800000857,3
201800000858,4
201800000858,1
201800000859,3
201800000860,4
201800000861,3
201800000861,1
201800000862,4
201800000862,2
201800000863,1
201800000863,1
201800000863,3
201800000864,4
201800000864,1
201800000865,3
201800000865,1
201800000866,3
201800000866,1
201800000867,1
201800000867,3
201800000868,3
201800000869,1
201800000869,3
201800000870,1
201800000870,3
201800000871,4
201800000871,1
201800000872,1
201800000872,3
201800000873,3
201800000874,1
201800000874,3
201800000875,3
201800000876,3
201800000877,4
201800000877,1
201800000878,4
201800000878,2
201800000879,3
201800000880,2
201800000881,3
201800000881,4
201800000882,1
201800000882,1
201800000882,3
201800000882,3
201800000883,1
201800000883,4
201800000883,1
201800000884,1
201800000884,3
201800000885,3
201800000885,1
201800000886,3
201800000886,1
201800000886,4
201800000886,1
201800000887,1
201800000887,1
201800000887,3
201800000887,1
201800000887,1
201800000888,1
201800000888,3
201800000889,3
201800000890,3
201800000890,1
201800000891,3
201800000891,3
201800000891,4
201800000891,4
201800000892,1
201800000892,1
201800000892,3
201800000893,3
201800000893,1
201800000894,3
201800000894,1
201800000895,1
201800000895,3
201800000896,3
201800000897,2
201800000897,1
201800000898,4
201800000898,1
201800000898,3
201800000898,4
201800000899,1
201800000899,3
201800000900,1
201800000900,4
201800000901,1
201800000901,3
201800000902,3
201800000902,1
201800000903,1
201800000903,4
201800000903,1
201800000904,3
201800000904,1
201800000905,1
201800000905,3
201800000906,1
201800000906,3
201800000907,4
201800000907,1
201800000907,4
